attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,home,road,team,cum_runs_scored
,KCA/KCA202008080,"Saturday, Aug 8",2020-08-08,1,Night,15,3:55,-1.5,9,Away,Thorpe,KCR,1,10-5,Loss,9,6,Rosenthal,---,Zuber,KCR,MIN,Minnesota Twins,76
,KCA/KCA202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,3:16,-0.5,9,Away,Berrios,KCR,1,10-6,Loss,4,2,Barlow,----,Singer,KCR,MIN,Minnesota Twins,78
,MIL/MIL202008100,"Monday, Aug 10",2020-08-10,1,Night,17,2:57,-0.5,9,Away,Houser,MIL,1,11-6,Win,2,4,Rogers,+,Dobnak,MIL,MIN,Minnesota Twins,82
,MIL/MIL202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,2:56,-0.5,9,Away,Rogers,MIL,1,11-7,Loss,6,4,Hader,-,Williams,MIL,MIN,Minnesota Twins,86
,MIL/MIL202008120,"Wednesday, Aug 12",2020-08-12,1,Night,19,3:08,-1.5,9,Away,Lauer,MIL,1,12-7,Win,2,12,,+,Maeda,MIL,MIN,Minnesota Twins,98
,MIN/MIN202008151,"Saturday, Aug 15 (1)",2020-08-15,1,Day,20,2:30,-1.0,7,Home,Speier,KCR,1,13-7,Win,2,4,Rogers,++,Duffey,MIN,KCR,Minnesota Twins,102
,MIN/MIN202008152,"Saturday, Aug 15 (2)",2020-08-15,2,Day,21,2:42,-1.0,7,Home,Berrios,KCR,1,13-8,Loss,4,2,Rosenthal,-,Duffy,MIN,KCR,Minnesota Twins,104
,MIN/MIN202008160,"Sunday, Aug 16",2020-08-16,1,Day,22,2:37,-1.0,9,Home,Singer,KCR,1,14-8,Win,2,4,Romo,+,Dobnak,MIN,KCR,Minnesota Twins,108
,MIN/MIN202008170,"Monday, Aug 17",2020-08-17,1,Night,23,3:06,-1.5,9,Home,Bubic,KCR,1,15-8,Win,1,4,,++,Smeltzer,MIN,KCR,Minnesota Twins,112
,MIN/MIN202008180,"Tuesday, Aug 18",2020-08-18,1,Night,24,4:28,-1.5,12,Home,Phelps,MIL,1,16-8,Loss,3,4,,+++,Alcala,MIN,MIL,Minnesota Twins,116
,MIN/MIN202008190,"Wednesday, Aug 19",2020-08-19,1,Night,25,2:59,-0.5,9,Home,Hill,MIL,1,16-9,Loss,9,3,,-,Anderson,MIN,MIL,Minnesota Twins,119
,MIN/MIN202008200,"Thursday, Aug 20",2020-08-20,1,Night,26,2:58,-0.5,9,Home,Woodruff,MIL,1,17-9,Win,1,7,,+,Berrios,MIN,MIL,Minnesota Twins,126
,KCA/KCA202008210,"Friday, Aug 21",2020-08-21,1,Night,27,3:14,-0.5,9,Away,Odorizzi,KCR,1,17-10,Loss,7,2,,-,Duffy,KCR,MIN,Minnesota Twins,128
,KCA/KCA202008220,"Saturday, Aug 22",2020-08-22,1,Night,28,3:23,-0.5,9,Away,Singer,KCR,1,18-10,Win,2,7,,+,Dobnak,KCR,MIN,Minnesota Twins,135
,KCA/KCA202008230,"Sunday, Aug 23",2020-08-23,1,Day,29,3:35,-1.5,9,Away,Bubic,KCR,1,19-10,Win,4,5,Rogers,++,Clippard,KCR,MIN,Minnesota Twins,140
,CLE/CLE202008240,"Monday, Aug 24",2020-08-24,1,Night,30,3:14,-2.5,9,Away,Civale,CLE,1,20-10,Win,2,3,Rogers,+++,Maeda,CLE,MIN,Minnesota Twins,143
,CLE/CLE202008250,"Tuesday, Aug 25",2020-08-25,1,Night,31,2:52,-1.5,9,Away,Alcala,CLE,1,20-11,Loss,4,2,Hand,-,Bieber,CLE,MIN,Minnesota Twins,145
,CLE/CLE202008260,"Wednesday, Aug 26",2020-08-26,1,Night,32,3:14,-0.5,9,Away,Romo,CLE,1,20-12,Loss,6,3,Hand,--,Maton,CLE,MIN,Minnesota Twins,148
,DET/DET202008291,"Saturday, Aug 29 (1)",2020-08-29,1,Day,33,2:11,1.5,7,Away,Dobnak,DET,3,20-13,Loss,8,2,,---,Boyd,DET,MIN,Minnesota Twins,150
,DET/DET202008292,"Saturday, Aug 29 (2)",2020-08-29,2,Day,34,2:12,1.5,7,Away,Duffey,DET,3,20-14,Loss,4,2,Soto,----,Skubal,DET,MIN,Minnesota Twins,152
,DET/DET202008300,"Sunday, Aug 30",2020-08-30,1,Day,35,2:41,1.5,9,Away,Maeda,DET,3,20-15,Loss,3,2,Soto,-----,Alexander,DET,MIN,Minnesota Twins,154
,MIN/MIN202009041,"Friday, Sep 4 (1)",2020-09-04,1,Day,39,1:45,0.5,7,Home,Boyd,DET,2,23-16,Win,0,2,Rogers,+++,Dobnak,MIN,DET,Minnesota Twins,172
,MIN/MIN202009042,"Friday, Sep 4 (2)",2020-09-04,2,Day,40,2:57,0.5,8,Home,Jimenez,DET,2,24-16,Win,2,3,May,++++,Romo,MIN,DET,Minnesota Twins,175
,MIN/MIN202009050,"Saturday, Sep 5",2020-09-05,1,Night,41,2:52,0.5,9,Home,Cisnero,DET,2,25-16,Loss,3,4,,+++++,Alcala,MIN,DET,Minnesota Twins,179
,MIN/MIN202009060,"Sunday, Sep 6",2020-09-06,1,Day,42,3:43,1.5,9,Home,Romo,DET,3,25-17,Loss,10,8,Garcia,-,Funkhouser,MIN,DET,Minnesota Twins,187
,MIN/MIN202009070,"Monday, Sep 7",2020-09-07,1,Day,43,2:44,1.0,9,Home,Fulmer,DET,3,26-17,Win,2,6,,+,Pineda,MIN,DET,Minnesota Twins,193
,SLN/SLN202009081,"Tuesday, Sep 8 (1)",2020-09-08,1,Day,44,2:31,0.5,7,Away,Martinez,STL,3,27-17,Win,3,7,,++,Berrios,STL,MIN,Minnesota Twins,200
,SLN/SLN202009082,"Tuesday, Sep 8 (2)",2020-09-08,2,Day,45,2:48,0.5,7,Away,Dobnak,STL,3,27-18,Loss,6,4,Gallegos,-,Cabrera,STL,MIN,Minnesota Twins,204
,MIN/MIN202009110,"Friday, Sep 11",2020-09-11,1,Night,46,2:43,1.0,9,Home,Bieber,CLE,2,28-18,Win,1,3,Rogers,+,Maeda,MIN,CLE,Minnesota Twins,207
,MIN/MIN202009120,"Saturday, Sep 12",2020-09-12,1,Night,47,2:56,1.0,9,Home,Plesac,CLE,2,29-18,Win,4,8,,++,Hill,MIN,CLE,Minnesota Twins,215
,MIN/MIN202009130,"Sunday, Sep 13",2020-09-13,1,Day,48,3:43,1.0,9,Home,McKenzie,CLE,2,30-18,Win,5,7,Romo,+++,Thielbar,MIN,CLE,Minnesota Twins,222
,CHN/CHN202009180,"Friday, Sep 18",2020-09-18,1,Night,53,2:34,3.0,9,Away,Hill,CHC,2,31-22,Loss,1,0,Jeffress,--,Hendricks,CHC,MIN,Minnesota Twins,233
,CHN/CHN202009190,"Saturday, Sep 19",2020-09-19,1,Night,54,3:10,3.0,9,Away,Mills,CHC,2,32-22,Win,1,8,,+,Pineda,CHC,MIN,Minnesota Twins,241
,CHN/CHN202009200,"Sunday, Sep 20",2020-09-20,1,Night,55,3:07,2.0,9,Away,Darvish,CHC,2,33-22,Win,0,4,,++,Berrios,CHC,MIN,Minnesota Twins,245
,NYN/NYN202007240,"Friday, Jul 24",2020-07-24,1,Day,1,2:25,1.0,9,Away,Martin,NYM,3,0-1,Loss,1,0,Diaz,-,Lugo,NYM,ATL,Atlanta Braves,0
,NYN/NYN202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,3:21,0.0,10,Away,Strickland,NYM,1,1-1,Win,3,5,,+,Jackson,NYM,ATL,Atlanta Braves,5
,NYN/NYN202007260,"Sunday, Jul 26",2020-07-26,1,Night,3,3:20,0.0,9,Away,Porcello,NYM,1,2-1,Win,1,14,,++,Chacin,NYM,ATL,Atlanta Braves,19
,ATL/ATL202007310,"Friday, Jul 31",2020-07-31,1,Night,8,3:35,-0.5,9,Home,Lugo,NYM,1,5-3,Win,10,11,Martin,+++,Dayton,ATL,NYM,Atlanta Braves,46
,ATL/ATL202008010,"Saturday, Aug 1",2020-08-01,1,Night,9,3:21,-1.0,9,Home,Wacha,NYM,1,6-3,Win,1,7,,++++,Tomlin,ATL,NYM,Atlanta Braves,53
,ATL/ATL202008020,"Sunday, Aug 2",2020-08-02,1,Day,10,3:06,-1.5,9,Home,Peterson,NYM,1,7-3,Win,0,4,,+++++,Matzek,ATL,NYM,Atlanta Braves,57
,ATL/ATL202008030,"Monday, Aug 3",2020-08-03,1,Night,11,3:16,-1.0,9,Home,Soroka,NYM,1,7-4,Loss,7,2,,-,deGrom,ATL,NYM,Atlanta Braves,59
,ATL/ATL202008040,"Tuesday, Aug 4",2020-08-04,1,Night,12,3:06,-1.0,9,Home,Shoemaker,TOR,1,8-4,Win,1,10,,+,Fried,ATL,TOR,Atlanta Braves,69
,ATL/ATL202008050,"Wednesday, Aug 5",2020-08-05,1,Night,13,3:00,0.5,9,Home,Newcomb,TOR,2,8-5,Loss,2,1,Bass,-,Ryu,ATL,TOR,Atlanta Braves,70
,ATL/ATL202008060,"Thursday, Aug 6",2020-08-06,1,Night,14,2:37,0.5,9,Home,Font,TOR,2,9-5,Loss,3,4,,+,Melancon,ATL,TOR,Atlanta Braves,74
,PHI/PHI202008080,"Saturday, Aug 8",2020-08-08,1,Night,15,2:31,1.0,9,Away,Wright,PHI,2,9-6,Loss,5,0,,-,Arrieta,PHI,ATL,Atlanta Braves,74
,PHI/PHI202008091,"Sunday, Aug 9 (1)",2020-08-09,1,Day,16,2:59,-0.5,7,Away,Guerra,PHI,1,10-6,Win,2,5,Melancon,+,Matzek,PHI,ATL,Atlanta Braves,79
,PHI/PHI202008092,"Sunday, Aug 9 (2)",2020-08-09,2,Day,17,2:29,-0.5,7,Away,Howard,PHI,1,11-6,Win,0,8,,++,Fried,PHI,ATL,Atlanta Braves,87
,PHI/PHI202008100,"Monday, Aug 10",2020-08-10,1,Night,18,2:54,0.0,9,Away,Newcomb,PHI,1,11-7,Loss,13,8,,-,Nola,PHI,ATL,Atlanta Braves,95
,NYA/NYA202008110,"Tuesday, Aug 11",2020-08-11,1,Night,19,3:18,0.0,9,Away,Toussaint,NYY,1,11-8,Loss,9,6,Britton,--,Montgomery,NYY,ATL,Atlanta Braves,101
,NYA/NYA202008120,"Wednesday, Aug 12",2020-08-12,1,Night,20,3:40,1.0,9,Away,Matzek,NYY,2,11-9,Loss,6,3,Britton,---,Loaisiga,NYY,ATL,Atlanta Braves,104
,MIA/MIA202008140,"Friday, Aug 14",2020-08-14,1,Night,21,2:59,2.0,9,Away,Wright,MIA,2,11-10,Loss,8,2,,----,Lopez,MIA,ATL,Atlanta Braves,106
,MIA/MIA202008150,"Saturday, Aug 15",2020-08-15,1,Night,22,2:59,1.0,9,Away,Kintzler,MIA,2,12-10,Win,1,2,Melancon,+,Smith,MIA,ATL,Atlanta Braves,108
,MIA/MIA202008160,"Sunday, Aug 16",2020-08-16,1,Day,23,2:58,0.0,9,Away,Vincent,MIA,1,13-10,Win,0,4,,++,O'Day,MIA,ATL,Atlanta Braves,112
,ATL/ATL202008170,"Monday, Aug 17",2020-08-17,1,Night,24,3:35,-1.0,9,Home,Hudson,WSN,1,14-10,Loss,6,7,,+++,Smith,ATL,WSN,Atlanta Braves,119
,ATL/ATL202008180,"Tuesday, Aug 18",2020-08-18,1,Night,25,3:44,-1.0,9,Home,Matzek,WSN,1,14-11,Loss,8,5,Hudson,-,Suero,ATL,WSN,Atlanta Braves,124
,ATL/ATL202008210,"Friday, Aug 21",2020-08-21,1,Night,26,3:18,-1.5,9,Home,Nola,PHI,1,15-11,Win,2,11,,+,Fried,ATL,PHI,Atlanta Braves,135
,ATL/ATL202008220,"Saturday, Aug 22",2020-08-22,1,Night,27,3:18,-2.0,9,Home,Workman,PHI,1,16-11,Loss,5,6,,++,Melancon,ATL,PHI,Atlanta Braves,141
,ATL/ATL202008230,"Sunday, Aug 23",2020-08-23,1,Night,28,3:17,-2.0,9,Home,Tomlin,PHI,1,16-12,Loss,5,4,Workman,-,Eflin,ATL,PHI,Atlanta Braves,145
,ATL/ATL202008261,"Wednesday, Aug 26 (1)",2020-08-26,1,Day,29,2:05,-2.0,7,Home,Cole,NYY,1,17-12,Win,1,5,,+,Anderson,ATL,NYY,Atlanta Braves,150
,ATL/ATL202008262,"Wednesday, Aug 26 (2)",2020-08-26,2,Night,30,1:58,-2.0,7,Home,Green,NYY,1,18-12,Win,1,2,Melancon,++,Fried,ATL,NYY,Atlanta Braves,152
,PHI/PHI202008280,"Friday, Aug 28",2020-08-28,1,Night,31,4:07,-2.0,11,Away,Melancon,PHI,1,18-13,Loss,7,4,,-,Parker,PHI,ATL,Atlanta Braves,156
,PHI/PHI202008290,"Saturday, Aug 29",2020-08-29,1,Day,32,2:33,-2.0,9,Away,Tomlin,PHI,1,18-14,Loss,4,1,Workman,--,Eflin,PHI,ATL,Atlanta Braves,157
,PHI/PHI202008300,"Sunday, Aug 30",2020-08-30,1,Night,33,4:13,-3.0,9,Away,Arrieta,PHI,1,19-14,Win,10,12,Melancon,+,Minter,PHI,ATL,Atlanta Braves,169
,BOS/BOS202008310,"Monday, Aug 31",2020-08-31,1,Night,34,3:19,-3.0,9,Away,Brewer,BOS,1,20-14,Win,3,6,Melancon,++,Fried,BOS,ATL,Atlanta Braves,175
,BOS/BOS202009010,"Tuesday, Sep 1",2020-09-01,1,Night,35,3:05,-3.0,9,Away,Stock,BOS,1,21-14,Win,3,10,,+++,Anderson,BOS,ATL,Atlanta Braves,185
,BOS/BOS202009020,"Wednesday, Sep 2",2020-09-02,1,Night,36,3:01,-3.0,9,Away,Triggs,BOS,1,22-14,Win,5,7,Melancon,++++,Matzek,BOS,ATL,Atlanta Braves,192
,ATL/ATL202009041,"Friday, Sep 4 (1)",2020-09-04,1,Day,37,2:30,-2.0,7,Home,Voth,WSN,1,23-14,Win,1,7,,+++++,O'Day,ATL,WSN,Atlanta Braves,199
,ATL/ATL202009042,"Friday, Sep 4 (2)",2020-09-04,2,Night,38,3:12,-2.0,7,Home,Smith,WSN,1,23-15,Loss,10,9,Hudson,-,Suero,ATL,WSN,Atlanta Braves,208
,ATL/ATL202009050,"Saturday, Sep 5",2020-09-05,1,Night,39,3:31,-2.0,9,Home,Matzek,WSN,1,23-16,Loss,10,4,,--,McGowin,ATL,WSN,Atlanta Braves,212
,ATL/ATL202009060,"Sunday, Sep 6",2020-09-06,1,Day,40,3:26,-3.0,9,Home,Corbin,WSN,1,24-16,Win,3,10,,+,Tomlin,ATL,WSN,Atlanta Braves,222
,ATL/ATL202009070,"Monday, Sep 7",2020-09-07,1,Day,41,3:52,-2.0,10,Home,Minter,MIA,1,24-17,Loss,5,4,Vincent,-,Kintzler,ATL,MIA,Atlanta Braves,226
,ATL/ATL202009080,"Tuesday, Sep 8",2020-09-08,1,Night,42,3:12,-1.5,9,Home,Wright,MIA,1,24-18,Loss,8,0,,--,Sanchez,ATL,MIA,Atlanta Braves,226
,ATL/ATL202009090,"Wednesday, Sep 9",2020-09-09,1,Night,43,4:14,-2.0,9,Home,Lopez,MIA,1,25-18,Win,9,29,Wilson,+,Dayton,ATL,MIA,Atlanta Braves,255
,WAS/WAS202009100,"Thursday, Sep 10",2020-09-10,1,Night,44,3:40,-3.0,9,Away,Rainey,WSN,1,26-18,Win,6,7,Melancon,++,Martin,WSN,ATL,Atlanta Braves,262
,WAS/WAS202009110,"Friday, Sep 11",2020-09-11,1,Night,45,4:48,-2.5,12,Away,Dayton,WSN,1,26-19,Loss,8,7,,-,Bourque,WSN,ATL,Atlanta Braves,269
,WAS/WAS202009120,"Saturday, Sep 12",2020-09-12,1,Night,46,3:04,-2.5,9,Away,Corbin,WSN,1,27-19,Win,1,2,Melancon,+,Anderson,WSN,ATL,Atlanta Braves,271
,WAS/WAS202009130,"Sunday, Sep 13",2020-09-13,1,Day,47,3:37,-3.5,9,Away,Scherzer,WSN,1,28-19,Win,4,8,,++,Wright,WSN,ATL,Atlanta Braves,279
,BAL/BAL202009140,"Monday, Sep 14",2020-09-14,1,Night,48,2:54,-2.5,9,Away,Toussaint,BAL,1,28-20,Loss,14,1,,-,Lopez,BAL,ATL,Atlanta Braves,280
,BAL/BAL202009150,"Tuesday, Sep 15",2020-09-15,1,Night,49,2:57,-3.5,9,Away,Eshelman,BAL,1,29-20,Win,1,5,,+,O'Day,BAL,ATL,Atlanta Braves,285
,BAL/BAL202009160,"Wednesday, Sep 16",2020-09-16,1,Night,50,2:35,-2.5,9,Away,Hamels,BAL,1,29-21,Loss,5,1,,-,Akin,BAL,ATL,Atlanta Braves,286
,NYN/NYN202009180,"Friday, Sep 18",2020-09-18,1,Night,51,3:39,-3.5,9,Away,Matz,NYM,1,30-21,Win,2,15,,+,Fried,NYM,ATL,Atlanta Braves,301
,NYN/NYN202009190,"Saturday, Sep 19",2020-09-19,1,Night,52,3:32,-2.5,9,Away,Anderson,NYM,1,30-22,Loss,7,2,,-,Peterson,NYM,ATL,Atlanta Braves,303
,NYN/NYN202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,3:09,-3.0,9,Away,Porcello,NYM,1,31-22,Win,0,7,,+,Wright,NYM,ATL,Atlanta Braves,310
,CHN/CHN202007240,"Friday, Jul 24",2020-07-24,1,Night,1,2:30,0.0,9,Home,Woodruff,MIL,1,1-0,Win,0,3,,+,Hendricks,CHC,MIL,Chicago Cubs,3
,CHN/CHN202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,3:36,1.0,9,Home,Darvish,MIL,2,1-1,Loss,8,3,,-,Suter,CHC,MIL,Chicago Cubs,6
,CHN/CHN202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:04,0.0,9,Home,Peralta,MIL,1,2-1,Win,1,9,,+,Chatwood,CHC,MIL,Chicago Cubs,15
,CIN/CIN202007270,"Monday, Jul 27",2020-07-27,1,Night,4,3:46,-0.5,9,Away,Miley,CIN,1,3-1,Win,7,8,Jeffress,++,Lester,CIN,CHC,Chicago Cubs,23
,CIN/CIN202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,3:02,-1.5,9,Away,Reed,CIN,1,4-1,Win,5,8,,+++,Mills,CIN,CHC,Chicago Cubs,31
,CIN/CIN202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,3:23,-1.0,9,Away,Hendricks,CIN,1,4-2,Loss,12,7,,-,Gray,CIN,CHC,Chicago Cubs,38
,CHN/CHN202007310,"Friday, Jul 31",2020-07-31,1,Night,7,3:46,-1.5,9,Home,Williams,PIT,1,5-2,Win,3,6,,+,Darvish,CHC,PIT,Chicago Cubs,44
,CHN/CHN202008010,"Saturday, Aug 1",2020-08-01,1,Night,8,3:11,-2.0,9,Home,Keller,PIT,1,6-2,Win,3,4,Wick,++,Chatwood,CHC,PIT,Chicago Cubs,48
,CHN/CHN202008020,"Sunday, Aug 2",2020-08-02,1,Day,9,3:37,-2.5,11,Home,Ponce,PIT,1,7-2,Loss,1,2,,+++,Jeffress,CHC,PIT,Chicago Cubs,50
,CHN/CHN202008030,"Monday, Aug 3",2020-08-03,1,Night,10,2:43,-3.0,9,Home,Duffy,KCR,1,8-2,Win,0,2,Wick,++++,Mills,CHC,KCR,Chicago Cubs,52
,CHN/CHN202008040,"Tuesday, Aug 4",2020-08-04,1,Night,11,2:51,-4.0,9,Home,Singer,KCR,1,9-2,Win,4,5,Ryan,+++++,Hendricks,CHC,KCR,Chicago Cubs,57
,KCA/KCA202008050,"Wednesday, Aug 5",2020-08-05,1,Night,12,3:09,-4.5,9,Away,Bubic,KCR,1,10-2,Win,1,6,,++++++,Darvish,KCR,CHC,Chicago Cubs,63
,KCA/KCA202008060,"Thursday, Aug 6",2020-08-06,1,Night,13,3:02,-3.5,9,Away,Chatwood,KCR,1,10-3,Loss,13,2,,-,Keller,KCR,CHC,Chicago Cubs,65
,CLE/CLE202008110,"Tuesday, Aug 11",2020-08-11,1,Night,14,3:14,-4.5,9,Away,Plutko,CLE,1,11-3,Win,1,7,,+,Lester,CLE,CHC,Chicago Cubs,72
,CLE/CLE202008120,"Wednesday, Aug 12",2020-08-12,1,Night,15,3:32,-5.0,9,Away,Carrasco,CLE,1,12-3,Win,2,7,,++,Hendricks,CLE,CHC,Chicago Cubs,79
,CHN/CHN202008130,"Thursday, Aug 13",2020-08-13,1,Night,16,3:06,-5.5,9,Home,Anderson,MIL,1,13-3,Win,2,4,Wick,+++,Darvish,CHC,MIL,Chicago Cubs,83
,CHN/CHN202008140,"Friday, Aug 14",2020-08-14,1,Night,17,3:13,-5.0,9,Home,Mills,MIL,1,13-4,Loss,4,3,Hader,-,Peralta,CHC,MIL,Chicago Cubs,86
,CHN/CHN202008150,"Saturday, Aug 15",2020-08-15,1,Day,18,3:24,-3.5,10,Home,Jeffress,MIL,1,13-5,Loss,6,5,Claudio,--,Phelps,CHC,MIL,Chicago Cubs,91
,CHN/CHN202008160,"Sunday, Aug 16",2020-08-16,1,Day,19,3:11,-3.5,9,Home,Adam,MIL,1,13-6,Loss,6,5,Hader,---,Yardley,CHC,MIL,Chicago Cubs,96
,CHN/CHN202008171,"Monday, Aug 17 (1)",2020-08-17,1,Day,20,2:03,-3.5,7,Home,Hendricks,STL,1,13-7,Loss,3,1,Miller,----,Gallegos,CHC,STL,Chicago Cubs,97
,CHN/CHN202008172,"Monday, Aug 17 (2)",2020-08-17,2,Night,21,2:33,-3.5,7,Home,Webb,STL,1,14-7,Win,4,5,Jeffress,+,Underwood,CHC,STL,Chicago Cubs,102
,CHN/CHN202008180,"Tuesday, Aug 18",2020-08-18,1,Night,22,4:09,-4.5,9,Home,Ponce de Leon,STL,1,15-7,Win,3,6,Wick,++,Darvish,CHC,STL,Chicago Cubs,108
,CHN/CHN202008191,"Wednesday, Aug 19 (1)",2020-08-19,1,Day,23,3:01,-4.0,7,Home,Mills,STL,1,15-8,Loss,9,3,,-,Webb,CHC,STL,Chicago Cubs,111
,CHN/CHN202008192,"Wednesday, Aug 19 (2)",2020-08-19,2,Day,24,2:26,-4.0,7,Home,Miller,STL,1,16-8,Win,2,4,Kimbrel,+,Jeffress,CHC,STL,Chicago Cubs,115
,DET/DET202008240,"Monday, Aug 24",2020-08-24,1,Night,28,3:01,-3.0,9,Away,Mize,DET,1,18-10,Win,3,9,,++,Mills,DET,CHC,Chicago Cubs,131
,DET/DET202008250,"Tuesday, Aug 25",2020-08-25,1,Night,29,3:13,-3.0,9,Away,Chatwood,DET,1,18-11,Loss,7,1,,-,Turnbull,DET,CHC,Chicago Cubs,132
,DET/DET202008260,"Wednesday, Aug 26",2020-08-26,1,Night,30,3:23,-2.0,9,Away,Tepera,DET,1,18-12,Loss,7,6,,--,Jimenez,DET,CHC,Chicago Cubs,138
,CIN/CIN202008280,"Friday, Aug 28",2020-08-28,1,Night,31,2:57,-3.0,9,Away,Hendricks,CIN,1,18-13,Loss,6,5,Iglesias,---,Mahle,CIN,CHC,Chicago Cubs,143
,CIN/CIN202008291,"Saturday, Aug 29 (1)",2020-08-29,1,Day,32,2:47,-3.5,7,Away,Bauer,CIN,1,19-13,Win,0,3,Jeffress,+,Darvish,CIN,CHC,Chicago Cubs,146
,CIN/CIN202008292,"Saturday, Aug 29 (2)",2020-08-29,2,Night,33,2:53,-3.5,7,Away,Kimbrel,CIN,1,19-14,Loss,6,5,,-,Kuhnel,CIN,CHC,Chicago Cubs,151
,CIN/CIN202008300,"Sunday, Aug 30",2020-08-30,1,Day,34,3:26,-3.5,9,Away,Castillo,CIN,1,20-14,Win,1,10,,+,Rea,CIN,CHC,Chicago Cubs,161
,PIT/PIT202009010,"Tuesday, Sep 1",2020-09-01,1,Night,35,4:10,-3.0,11,Away,Crick,PIT,1,21-14,Win,7,8,,++,Jeffress,PIT,CHC,Chicago Cubs,169
,PIT/PIT202009020,"Wednesday, Sep 2",2020-09-02,1,Night,36,3:15,-4.0,9,Away,Musgrove,PIT,1,22-14,Win,2,8,,+++,Hendricks,PIT,CHC,Chicago Cubs,177
,PIT/PIT202009030,"Thursday, Sep 3",2020-09-03,1,Day,37,3:16,-3.5,9,Away,Mills,PIT,1,22-15,Loss,6,2,,-,Brubaker,PIT,CHC,Chicago Cubs,179
,CHN/CHN202009040,"Friday, Sep 4",2020-09-04,1,Night,38,3:05,-4.5,9,Home,Flaherty,STL,1,23-15,Win,1,4,Jeffress,+,Darvish,CHC,STL,Chicago Cubs,183
,CHN/CHN202009051,"Saturday, Sep 5 (1)",2020-09-05,1,Day,39,2:40,-2.5,7,Home,Alzolay,STL,1,23-16,Loss,4,2,Gallegos,-,Wainwright,CHC,STL,Chicago Cubs,185
,CHN/CHN202009052,"Saturday, Sep 5 (2)",2020-09-05,2,Night,40,2:16,-2.5,7,Home,Rea,STL,1,23-17,Loss,5,1,,--,Helsley,CHC,STL,Chicago Cubs,186
,CHN/CHN202009060,"Sunday, Sep 6",2020-09-06,1,Night,41,3:17,-1.5,9,Home,Lester,STL,1,23-18,Loss,7,3,,---,Hudson,CHC,STL,Chicago Cubs,189
,CHN/CHN202009070,"Monday, Sep 7",2020-09-07,1,Day,42,2:51,-2.5,9,Home,Oviedo,STL,1,24-18,Win,1,5,,+,Hendricks,CHC,STL,Chicago Cubs,194
,CHN/CHN202009080,"Tuesday, Sep 8",2020-09-08,1,Night,43,2:36,-3.0,9,Home,Mahle,CIN,1,25-18,Win,0,3,Jeffress,++,Mills,CHC,CIN,Chicago Cubs,197
,CHN/CHN202009090,"Wednesday, Sep 9",2020-09-09,1,Night,44,2:54,-2.5,9,Home,Darvish,CIN,1,25-19,Loss,3,0,Iglesias,-,Bauer,CHC,CIN,Chicago Cubs,197
,CHN/CHN202009100,"Thursday, Sep 10",2020-09-10,1,Night,45,4:07,-3.0,9,Home,Gray,CIN,1,26-19,Win,5,8,Jeffress,+,Ryan,CHC,CIN,Chicago Cubs,205
,MIL/MIL202009110,"Friday, Sep 11",2020-09-11,1,Night,46,2:50,-3.0,9,Away,Wick,MIL,1,26-20,Loss,1,0,,-,Hader,MIL,CHC,Chicago Cubs,205
,MIL/MIL202009120,"Saturday, Sep 12",2020-09-12,1,Night,47,2:42,-3.0,9,Away,Hader,MIL,1,27-20,Win,2,4,Kimbrel,+,Adam,MIL,CHC,Chicago Cubs,209
,MIL/MIL202009130,"Sunday, Sep 13",2020-09-13,1,Day,48,2:50,-4.0,9,Away,Houser,MIL,1,28-20,Win,0,12,,++,Mills,MIL,CHC,Chicago Cubs,221
,CHN/CHN202009150,"Tuesday, Sep 15",2020-09-15,1,Night,49,3:17,-5.0,9,Home,Perez,CLE,1,29-20,Loss,5,6,,+++,Jeffress,CHC,CLE,Chicago Cubs,227
,CHN/CHN202009160,"Wednesday, Sep 16",2020-09-16,1,Night,50,3:20,-5.5,10,Home,Maton,CLE,1,30-20,Loss,2,3,,++++,Adam,CHC,CLE,Chicago Cubs,230
,WAS/WAS202007230,"Thursday, Jul 23",2020-07-23,1,Night,1,1:43,-0.5,6,Away,Scherzer,WSN,1,1-0,Win,1,4,,+,Cole,WSN,NYY,New York Yankees,4
,WAS/WAS202007250,"Saturday, Jul 25",2020-07-25,1,Night,2,3:13,0.0,9,Away,Paxton,WSN,1,1-1,Loss,9,2,,-,Rainey,WSN,NYY,New York Yankees,6
,WAS/WAS202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:07,0.0,9,Away,Doolittle,WSN,1,2-1,Win,2,3,Britton,+,Green,WSN,NYY,New York Yankees,9
,BAL/BAL202007290,"Wednesday, Jul 29",2020-07-29,1,Night,4,3:12,0.0,9,Away,Wojciechowski,BAL,1,3-1,Win,3,9,,++,Cole,BAL,NYY,New York Yankees,18
