attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,home,road,team,cum_runs_scored
,LAN/LAN202007230,"Thursday, Jul 23",2020-07-23,1,Night,1,2:56,-0.5,9,Home,Rogers,SFG,1,1-0,Win,1,8,,+,Kolarek,LAD,SFG,Los Angeles Dodgers,8
,LAN/LAN202007240,"Friday, Jul 24",2020-07-24,1,Night,2,2:55,-0.5,9,Home,Anderson,SFG,1,2-0,Win,1,9,,++,Stripling,LAD,SFG,Los Angeles Dodgers,17
,LAN/LAN202007250,"Saturday, Jul 25",2020-07-25,1,Day,3,3:16,0.5,9,Home,Wood,SFG,2,2-1,Loss,5,4,Gott,-,Baragar,LAD,SFG,Los Angeles Dodgers,21
,LAN/LAN202007260,"Sunday, Jul 26",2020-07-26,1,Night,4,3:28,0.5,9,Home,Graterol,SFG,3,2-2,Loss,3,1,Gott,--,Peralta,LAD,SFG,Los Angeles Dodgers,22
,HOU/HOU202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,3:19,1.0,9,Away,Valdez,HOU,3,3-2,Win,2,5,Jansen,+,Kolarek,HOU,LAD,Los Angeles Dodgers,27
,HOU/HOU202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,4:44,0.5,13,Away,Sneed,HOU,2,4-2,Win,2,4,,++,Santana,HOU,LAD,Los Angeles Dodgers,31
,ARI/ARI202007300,"Thursday, Jul 30",2020-07-30,1,Night,7,3:19,0.0,9,Away,Ray,ARI,1,5-2,Win,3,6,Baez,+++,Stripling,ARI,LAD,Los Angeles Dodgers,37
,ARI/ARI202007310,"Friday, Jul 31",2020-07-31,1,Night,8,3:15,1.0,9,Away,Treinen,ARI,2,5-3,Loss,5,3,Bradley,-,Rondon,ARI,LAD,Los Angeles Dodgers,40
,ARI/ARI202008010,"Saturday, Aug 1",2020-08-01,1,Night,9,2:49,0.0,9,Away,Weaver,ARI,1,6-3,Win,2,11,,+,Urias,ARI,LAD,Los Angeles Dodgers,51
,ARI/ARI202008020,"Sunday, Aug 2",2020-08-02,1,Day,10,2:56,0.0,9,Away,Kelly,ARI,1,7-3,Win,0,3,Jansen,++,Kershaw,ARI,LAD,Los Angeles Dodgers,54
,SDN/SDN202008030,"Monday, Aug 3",2020-08-03,1,Night,11,2:44,1.0,9,Away,Graterol,SDP,2,7-4,Loss,5,4,Yates,-,Paddack,SDP,LAD,Los Angeles Dodgers,58
,SDN/SDN202008040,"Tuesday, Aug 4",2020-08-04,1,Night,12,3:04,1.0,9,Away,Stammen,SDP,2,8-4,Win,2,5,Jansen,+,May,SDP,LAD,Los Angeles Dodgers,63
,SDN/SDN202008050,"Wednesday, Aug 5",2020-08-05,1,Night,13,3:11,0.0,9,Away,Richards,SDP,1,9-4,Win,6,7,Jansen,++,Stripling,SDP,LAD,Los Angeles Dodgers,70
,LAN/LAN202008070,"Friday, Aug 7",2020-08-07,1,Night,14,3:16,0.5,9,Home,Samardzija,SFG,2,10-4,Win,2,7,,+++,Floro,LAD,SFG,Los Angeles Dodgers,77
,LAN/LAN202008080,"Saturday, Aug 8",2020-08-08,1,Night,15,2:54,1.5,9,Home,Kershaw,SFG,2,10-5,Loss,5,4,Gott,-,Cueto,LAD,SFG,Los Angeles Dodgers,81
,LAN/LAN202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,2:41,0.5,9,Home,Rogers,SFG,2,11-5,Win,2,6,,+,McGee,LAD,SFG,Los Angeles Dodgers,87
,LAN/LAN202008100,"Monday, Aug 10",2020-08-10,1,Night,17,2:56,0.5,9,Home,May,SDP,2,11-6,Loss,2,1,Pomeranz,-,Quantrill,LAD,SDP,Los Angeles Dodgers,88
,LAN/LAN202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,3:02,1.5,9,Home,Stripling,SDP,2,11-7,Loss,6,2,Pomeranz,--,Richards,LAD,SDP,Los Angeles Dodgers,90
,LAN/LAN202008120,"Wednesday, Aug 12",2020-08-12,1,Night,19,2:52,0.5,9,Home,Davies,SDP,2,12-7,Win,0,6,,+,Treinen,LAD,SDP,Los Angeles Dodgers,96
,LAN/LAN202008130,"Thursday, Aug 13",2020-08-13,1,Night,20,2:45,0.0,9,Home,Paddack,SDP,1,13-7,Win,2,11,,++,Urias,LAD,SDP,Los Angeles Dodgers,107
,ANA/ANA202008140,"Friday, Aug 14",2020-08-14,1,Night,21,2:58,-1.0,9,Away,Sandoval,LAA,1,14-7,Win,4,7,Jansen,+++,Kershaw,LAA,LAD,Los Angeles Dodgers,114
,ANA/ANA202008150,"Saturday, Aug 15",2020-08-15,1,Night,22,3:17,-2.0,10,Away,Middleton,LAA,1,15-7,Win,5,6,Jansen,++++,McGee,LAA,LAD,Los Angeles Dodgers,120
,ANA/ANA202008160,"Sunday, Aug 16",2020-08-16,1,Day,23,3:10,-2.0,9,Away,Teheran,LAA,1,16-7,Win,3,8,,+++++,Alexander,LAA,LAD,Los Angeles Dodgers,128
,LAN/LAN202008170,"Monday, Aug 17",2020-08-17,1,Night,24,3:32,-3.0,9,Home,Magill,SEA,1,17-7,Win,9,11,Jansen,++++++,Ferguson,LAD,SEA,Los Angeles Dodgers,139
,LAN/LAN202008180,"Tuesday, Aug 18",2020-08-18,1,Day,25,2:38,-4.0,9,Home,Altavilla,SEA,1,18-7,Win,1,2,,+++++++,Treinen,LAD,SEA,Los Angeles Dodgers,141
,SEA/SEA202008190,"Wednesday, Aug 19",2020-08-19,1,Night,26,3:15,-4.0,9,Away,Santana,SEA,1,18-8,Loss,6,4,Williams,-,Walker,SEA,LAD,Los Angeles Dodgers,145
,SEA/SEA202008200,"Thursday, Aug 20",2020-08-20,1,Day,27,2:42,-4.0,9,Away,Kikuchi,SEA,1,19-8,Win,1,6,,+,Kershaw,SEA,LAD,Los Angeles Dodgers,151
,LAN/LAN202008210,"Friday, Aug 21",2020-08-21,1,Night,28,2:35,-4.0,9,Home,Gray,COL,1,20-8,Win,1,5,,++,Buehler,LAD,COL,Los Angeles Dodgers,156
,LAN/LAN202008220,"Saturday, Aug 22",2020-08-22,1,Night,29,3:05,-4.0,9,Home,Bard,COL,1,21-8,Loss,3,4,,+++,Jansen,LAD,COL,Los Angeles Dodgers,160
,LAN/LAN202008230,"Sunday, Aug 23",2020-08-23,1,Day,30,2:58,-4.0,9,Home,Senzatela,COL,1,22-8,Win,3,11,,++++,Gonzalez,LAD,COL,Los Angeles Dodgers,171
,SFN/SFN202008250,"Tuesday, Aug 25",2020-08-25,1,Night,31,4:22,-4.0,11,Away,Santana,SFG,1,22-9,Loss,10,8,,-,Selman,SFG,LAD,Los Angeles Dodgers,179
,SFN/SFN202008271,"Thursday, Aug 27 (1)",2020-08-27,1,Day,32,2:17,-5.0,7,Away,Webb,SFG,1,23-9,Win,0,7,,+,Kershaw,SFG,LAD,Los Angeles Dodgers,186
,SFN/SFN202008272,"Thursday, Aug 27 (2)",2020-08-27,2,Day,33,2:30,-5.0,7,Away,Gausman,SFG,1,24-9,Win,0,2,Jansen,++,Gonzalez,SFG,LAD,Los Angeles Dodgers,188
,TEX/TEX202008280,"Friday, Aug 28",2020-08-28,1,Night,34,3:10,-4.0,9,Away,McGee,TEX,1,24-10,Loss,6,2,,-,Hernandez,TEX,LAD,Los Angeles Dodgers,190
,TEX/TEX202008290,"Saturday, Aug 29",2020-08-29,1,Night,35,3:36,-5.0,9,Away,Lynn,TEX,1,25-10,Win,4,7,Jansen,+,Treinen,TEX,LAD,Los Angeles Dodgers,197
,TEX/TEX202008300,"Sunday, Aug 30",2020-08-30,1,Day,36,3:40,-5.0,9,Away,Gibson,TEX,1,26-10,Win,2,7,,++,Alexander,TEX,LAD,Los Angeles Dodgers,204
,LAN/LAN202009010,"Tuesday, Sep 1",2020-09-01,1,Night,37,2:46,-5.0,9,Home,Young,ARI,1,27-10,Win,3,6,Jansen,+++,Urias,LAD,ARI,Los Angeles Dodgers,210
,LAN/LAN202009020,"Wednesday, Sep 2",2020-09-02,1,Night,38,3:11,-5.0,10,Home,Guerra,ARI,1,28-10,Loss,2,3,,++++,Jansen,LAD,ARI,Los Angeles Dodgers,213
,LAN/LAN202009030,"Thursday, Sep 3",2020-09-03,1,Night,39,2:58,-6.0,9,Home,Weaver,ARI,1,29-10,Win,1,5,,+++++,Kershaw,LAD,ARI,Los Angeles Dodgers,218
,LAN/LAN202009040,"Friday, Sep 4",2020-09-04,1,Night,40,3:30,-6.0,9,Home,Estevez,COL,1,30-10,Win,6,10,,++++++,Ferguson,LAD,COL,Los Angeles Dodgers,228
,LAN/LAN202009050,"Saturday, Sep 5",2020-09-05,1,Night,41,2:45,-6.0,9,Home,Treinen,COL,1,30-11,Loss,5,2,Bard,-,Almonte,LAD,COL,Los Angeles Dodgers,230
,LAN/LAN202009060,"Sunday, Sep 6",2020-09-06,1,Night,42,3:43,-5.0,9,Home,Ferguson,COL,1,30-12,Loss,7,6,Bard,--,Almonte,LAD,COL,Los Angeles Dodgers,236
,ARI/ARI202009080,"Tuesday, Sep 8",2020-09-08,1,Night,43,4:25,-4.5,10,Away,López,ARI,1,31-12,Win,9,10,,+,Jansen,ARI,LAD,Los Angeles Dodgers,246
,ARI/ARI202009090,"Wednesday, Sep 9",2020-09-09,1,Night,44,3:20,-4.5,10,Away,Ginkel,ARI,1,32-12,Win,4,6,Treinen,++,McGee,ARI,LAD,Los Angeles Dodgers,252
,ARI/ARI202009100,"Thursday, Sep 10",2020-09-10,1,Night,45,3:31,-3.5,9,Away,Gonsolin,ARI,1,32-13,Loss,5,2,Bergen,-,Smith,ARI,LAD,Los Angeles Dodgers,254
,LAN/LAN202009120,"Saturday, Sep 12",2020-09-12,1,Night,46,3:15,-3.0,9,Home,Jansen,HOU,1,32-14,Loss,7,5,Pressly,--,James,LAD,HOU,Los Angeles Dodgers,259
,LAN/LAN202009130,"Sunday, Sep 13",2020-09-13,1,Night,47,2:52,-2.5,9,Home,Greinke,HOU,1,33-14,Win,1,8,,+,Gonzalez,LAD,HOU,Los Angeles Dodgers,267
,SDN/SDN202009140,"Monday, Sep 14",2020-09-14,1,Night,48,2:59,-1.5,9,Away,Kershaw,SDP,1,33-15,Loss,7,2,,-,Lamet,SDP,LAD,Los Angeles Dodgers,269
,SDN/SDN202009150,"Tuesday, Sep 15",2020-09-15,1,Night,49,2:59,-2.5,9,Away,Davies,SDP,1,34-15,Win,1,3,Jansen,+,Gonsolin,SDP,LAD,Los Angeles Dodgers,272
,SDN/SDN202009160,"Wednesday, Sep 16",2020-09-16,1,Day,50,3:25,-3.5,9,Away,Morejón,SDP,1,35-15,Win,5,7,Baez,++,Kolarek,SDP,LAD,Los Angeles Dodgers,279
,COL/COL202009170,"Thursday, Sep 17",2020-09-17,1,Night,51,3:07,-4.0,9,Away,Freeland,COL,1,36-15,Win,3,9,,+++,Floro,COL,LAD,Los Angeles Dodgers,288
,COL/COL202009180,"Friday, Sep 18",2020-09-18,1,Night,52,3:24,-4.0,9,Away,Castellani,COL,1,37-15,Win,6,15,,++++,White,COL,LAD,Los Angeles Dodgers,303
,COL/COL202009190,"Saturday, Sep 19",2020-09-19,1,Night,53,2:32,-5.0,9,Away,Gonzalez,COL,1,38-15,Win,1,6,,+++++,Kershaw,COL,LAD,Los Angeles Dodgers,309
,COL/COL202009200,"Sunday, Sep 20",2020-09-20,1,Day,54,3:15,-4.0,9,Away,Gonsolin,COL,1,38-16,Loss,6,3,Givens,-,Senzatela,COL,LAD,Los Angeles Dodgers,312
,TBA/TBA202007240,"Friday, Jul 24",2020-07-24,1,Night,1,3:27,1.0,9,Home,Morton,TOR,4,0-1,Loss,6,4,Giles,-,Romano,TBR,TOR,Tampa Bay Rays,4
,TBA/TBA202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,2:47,0.0,9,Home,Gaviglio,TOR,1,1-1,Win,1,4,Drake,+,Anderson,TBR,TOR,Tampa Bay Rays,8
,TBA/TBA202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:55,0.0,10,Home,Yamaguchi,TOR,1,2-1,Loss,5,6,,++,Roe,TBR,TOR,Tampa Bay Rays,14
,TBA/TBA202007270,"Monday, Jul 27",2020-07-27,1,Night,4,3:03,-0.5,9,Home,Foltynewicz,ATL,1,3-1,Win,5,14,,+++,Castillo,TBR,ATL,Tampa Bay Rays,28
,TBA/TBA202007280,"Tuesday, Jul 28",2020-07-28,1,Night,5,3:03,-1.0,9,Home,Wright,ATL,1,4-1,Win,2,5,Drake,++++,Fairbanks,TBR,ATL,Tampa Bay Rays,33
,ATL/ATL202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,3:22,0.0,9,Away,Drake,ATL,1,4-2,Loss,7,4,Melancon,-,O'Day,ATL,TBR,Tampa Bay Rays,37
,ATL/ATL202007300,"Thursday, Jul 30",2020-07-30,1,Night,7,2:40,1.0,9,Away,Yarbrough,ATL,2,4-3,Loss,2,1,Melancon,--,Fried,ATL,TBR,Tampa Bay Rays,38
,BAL/BAL202007310,"Friday, Jul 31",2020-07-31,1,Night,8,3:36,2.0,9,Away,Fairbanks,BAL,2,4-4,Loss,6,3,Sulser,---,Fry,BAL,TBR,Tampa Bay Rays,41
,BAL/BAL202008010,"Saturday, Aug 1",2020-08-01,1,Night,9,3:50,3.0,11,Away,Drake,BAL,3,4-5,Loss,5,4,,----,Lakins,BAL,TBR,Tampa Bay Rays,45
,BAL/BAL202008020,"Sunday, Aug 2",2020-08-02,1,Day,10,2:56,4.0,9,Away,Beeks,BAL,4,4-6,Loss,5,1,Sulser,-----,Phillips,BAL,TBR,Tampa Bay Rays,46
,TBA/TBA202008040,"Tuesday, Aug 4",2020-08-04,1,Night,11,3:14,4.0,9,Home,Eovaldi,BOS,3,5-6,Win,1,5,Anderson,+,Morton,TBR,BOS,Tampa Bay Rays,51
,TBA/TBA202008050,"Wednesday, Aug 5",2020-08-05,1,Night,12,3:05,4.5,9,Home,Yarbrough,BOS,4,5-7,Loss,5,0,,-,Perez,TBR,BOS,Tampa Bay Rays,51
,TBA/TBA202008070,"Friday, Aug 7",2020-08-07,1,Night,13,2:52,3.0,9,Home,Ottavino,NYY,2,6-7,Win,0,1,,+,Roe,TBR,NYY,Tampa Bay Rays,52
,TBA/TBA202008081,"Saturday, Aug 8 (1)",2020-08-08,1,Day,14,2:52,3.0,7,Home,Glasnow,NYY,3,6-8,Loss,8,4,,-,Green,TBR,NYY,Tampa Bay Rays,56
,TBA/TBA202008082,"Saturday, Aug 8 (2)",2020-08-08,2,Day,15,2:47,3.0,7,Home,King,NYY,3,7-8,Win,3,5,Anderson,+,Fairbanks,TBR,NYY,Tampa Bay Rays,61
,TBA/TBA202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,3:08,2.0,9,Home,Britton,NYY,3,8-8,Loss,3,4,,++,Thompson,TBR,NYY,Tampa Bay Rays,65
,BOS/BOS202008100,"Monday, Aug 10",2020-08-10,1,Night,17,4:24,1.5,9,Away,Springs,BOS,2,9-8,Win,7,8,Kittredge,+++,Loup,BOS,TBR,Tampa Bay Rays,73
,BOS/BOS202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,3:25,1.5,9,Away,Perez,BOS,2,10-8,Win,2,8,,++++,Curtiss,BOS,TBR,Tampa Bay Rays,81
,BOS/BOS202008120,"Wednesday, Aug 12",2020-08-12,1,Night,19,2:58,1.5,9,Away,Godley,BOS,2,11-8,Win,5,9,,+++++,Snell,BOS,TBR,Tampa Bay Rays,90
,BOS/BOS202008130,"Thursday, Aug 13",2020-08-13,1,Day,20,3:44,1.0,9,Away,Hart,BOS,2,12-8,Win,8,17,Banda,++++++,Beeks,BOS,TBR,Tampa Bay Rays,107
,TOR/TOR202008140,"Friday, Aug 14",2020-08-14,1,Night,21,3:09,2.0,9,Away,Thompson,TOR,2,12-9,Loss,12,4,,-,Font,TOR,TBR,Tampa Bay Rays,111
,TOR/TOR202008150,"Saturday, Aug 15",2020-08-15,1,Day,22,3:37,2.0,9,Away,Romano,TOR,2,13-9,Win,2,3,Anderson,+,Loup,TOR,TBR,Tampa Bay Rays,114
,TOR/TOR202008160,"Sunday, Aug 16",2020-08-16,1,Day,23,2:54,2.0,8,Away,Font,TOR,2,14-9,Win,5,7,Slegers,++,Loup,TOR,TBR,Tampa Bay Rays,121
,NYA/NYA202008180,"Tuesday, Aug 18",2020-08-18,1,Night,24,3:15,1.5,9,Away,Tanaka,NYY,2,15-9,Win,3,6,Roe,+++,Snell,NYY,TBR,Tampa Bay Rays,127
,NYA/NYA202008190,"Wednesday, Aug 19",2020-08-19,1,Night,25,3:12,0.5,9,Away,Britton,NYY,2,16-9,Win,2,4,Beeks,++++,Fairbanks,NYY,TBR,Tampa Bay Rays,131
,NYA/NYA202008200,"Thursday, Aug 20",2020-08-20,1,Day,26,3:25,-0.5,9,Away,Ottavino,NYY,1,17-9,Win,5,10,,+++++,Castillo,NYY,TBR,Tampa Bay Rays,141
,TBA/TBA202008210,"Friday, Aug 21",2020-08-21,1,Night,27,3:31,0.0,10,Home,Loup,TOR,1,17-10,Loss,6,5,Romano,-,Hatch,TBR,TOR,Tampa Bay Rays,146
,TBA/TBA202008220,"Saturday, Aug 22",2020-08-22,1,Night,28,3:21,-0.5,10,Home,Bass,TOR,1,18-10,Loss,1,2,,+,Banda,TBR,TOR,Tampa Bay Rays,148
,TBA/TBA202008230,"Sunday, Aug 23",2020-08-23,1,Day,29,3:14,-1.0,9,Home,Borucki,TOR,1,19-10,Win,4,5,Curtiss,++,Fleming,TBR,TOR,Tampa Bay Rays,153
,TBA/TBA202008240,"Monday, Aug 24",2020-08-24,1,Day,30,3:29,-0.5,9,Home,Loup,TOR,1,19-11,Loss,6,4,Romano,-,Hatch,TBR,TOR,Tampa Bay Rays,157
,TBA/TBA202008250,"Tuesday, Aug 25",2020-08-25,1,Night,31,2:41,-1.0,9,Home,Milone,BAL,1,20-11,Win,2,4,Garcia,+,Glasnow,TBR,BAL,Tampa Bay Rays,161
,TBA/TBA202008260,"Wednesday, Aug 26",2020-08-26,1,Night,32,3:26,-2.5,9,Home,Givens,BAL,1,21-11,Win,3,4,Castillo,++,Sherriff,TBR,BAL,Tampa Bay Rays,165
,MIA/MIA202008280,"Friday, Aug 28",2020-08-28,1,Night,33,2:55,-4.0,9,Away,Bleier,MIA,1,22-11,Win,0,2,Castillo,+++,Fairbanks,MIA,TBR,Tampa Bay Rays,167
,MIA/MIA202008290,"Saturday, Aug 29",2020-08-29,1,Night,34,2:47,-4.0,9,Away,Lopez,MIA,1,23-11,Win,0,4,,++++,Fleming,MIA,TBR,Tampa Bay Rays,171
,MIA/MIA202008300,"Sunday, Aug 30",2020-08-30,1,Day,35,3:26,-3.5,9,Away,Alcantara,MIA,1,24-11,Win,7,12,,+++++,Snell,MIA,TBR,Tampa Bay Rays,183
,NYA/NYA202008310,"Monday, Aug 31",2020-08-31,1,Night,36,3:21,-4.5,9,Away,Cole,NYY,1,25-11,Win,3,5,Castillo,++++++,Glasnow,NYY,TBR,Tampa Bay Rays,188
,NYA/NYA202009010,"Tuesday, Sep 1",2020-09-01,1,Night,37,2:39,-3.5,9,Away,Thompson,NYY,1,25-12,Loss,5,3,Chapman,-,Tanaka,NYY,TBR,Tampa Bay Rays,191
,NYA/NYA202009020,"Wednesday, Sep 2",2020-09-02,1,Night,38,3:45,-4.5,9,Away,Montgomery,NYY,1,26-12,Win,2,5,,+,Curtiss,NYY,TBR,Tampa Bay Rays,196
,TBA/TBA202009040,"Friday, Sep 4",2020-09-04,1,Night,39,2:57,-5.5,9,Home,Lopez,MIA,1,27-12,Win,4,5,Anderson,++,Fleming,TBR,MIA,Tampa Bay Rays,201
,TBA/TBA202009050,"Saturday, Sep 5",2020-09-05,1,Night,40,3:16,-5.5,9,Home,Snell,MIA,1,27-13,Loss,7,3,Kintzler,-,Alcantara,TBR,MIA,Tampa Bay Rays,204
,TBA/TBA202009060,"Sunday, Sep 6",2020-09-06,1,Day,41,3:18,-5.5,10,Home,Kintzler,MIA,1,28-13,Loss,4,5,,+,Curtiss,TBR,MIA,Tampa Bay Rays,209
,WAS/WAS202009070,"Monday, Sep 7",2020-09-07,1,Night,42,2:41,-4.5,9,Away,Morton,WSN,1,28-14,Loss,6,1,Hudson,-,Scherzer,WSN,TBR,Tampa Bay Rays,210
,WAS/WAS202009080,"Tuesday, Sep 8",2020-09-08,1,Night,43,3:20,-3.5,9,Away,Yarbrough,WSN,1,28-15,Loss,5,3,Hudson,--,Sanchez,WSN,TBR,Tampa Bay Rays,213
,TBA/TBA202009100,"Thursday, Sep 10",2020-09-10,1,Night,44,3:22,-3.5,9,Home,Fairbanks,BOS,1,28-16,Loss,4,3,Barnes,---,Weber,TBR,BOS,Tampa Bay Rays,216
,TBA/TBA202009110,"Friday, Sep 11",2020-09-11,1,Night,45,3:37,-4.5,9,Home,Hall,BOS,1,29-16,Win,1,11,,+,Snell,TBR,BOS,Tampa Bay Rays,227
,TBA/TBA202009120,"Saturday, Sep 12",2020-09-12,1,Night,46,2:37,-4.5,9,Home,Walden,BOS,1,30-16,Win,4,5,Castillo,++,Glasnow,TBR,BOS,Tampa Bay Rays,232
,TBA/TBA202009130,"Sunday, Sep 13",2020-09-13,1,Day,47,3:11,-3.5,9,Home,Fairbanks,BOS,1,30-17,Loss,6,3,Barnes,-,Perez,TBR,BOS,Tampa Bay Rays,235
,TBA/TBA202009150,"Tuesday, Sep 15",2020-09-15,1,Night,48,3:08,-4.0,9,Home,Sanchez,WSN,1,31-17,Win,1,6,Anderson,+,Yarbrough,TBR,WSN,Tampa Bay Rays,241
,TBA/TBA202009160,"Wednesday, Sep 16",2020-09-16,1,Day,49,3:31,-3.0,10,Home,Anderson,WSN,1,31-18,Loss,4,2,McGowin,-,Hudson,TBR,WSN,Tampa Bay Rays,243
,BAL/BAL202009171,"Thursday, Sep 17 (1)",2020-09-17,1,Day,50,2:28,-3.5,7,Away,Valdez,BAL,1,32-18,Win,1,3,,+,Castillo,BAL,TBR,Tampa Bay Rays,246
,BAL/BAL202009172,"Thursday, Sep 17 (2)",2020-09-17,2,Night,51,2:38,-3.5,7,Away,Sulser,BAL,1,33-18,Win,6,10,,++,Fairbanks,BAL,TBR,Tampa Bay Rays,256
,BAL/BAL202009180,"Friday, Sep 18",2020-09-18,1,Night,52,2:59,-3.5,9,Away,Cobb,BAL,1,34-18,Win,1,2,Sherriff,+++,Glasnow,BAL,TBR,Tampa Bay Rays,258
,BAL/BAL202009190,"Saturday, Sep 19",2020-09-19,1,Night,53,3:04,-3.5,9,Away,Lopez,BAL,1,35-18,Win,1,3,Thompson,++++,Morton,BAL,TBR,Tampa Bay Rays,261
,BAL/BAL202009200,"Sunday, Sep 20",2020-09-20,1,Day,54,2:31,-3.5,9,Away,Yarbrough,BAL,1,35-19,Loss,2,1,Valdez,-,Means,BAL,TBR,Tampa Bay Rays,262
,CHA/CHA202007240,"Friday, Jul 24",2020-07-24,1,Night,1,3:31,1.0,9,Home,Giolito,MIN,3,0-1,Loss,10,5,,-,May,CHW,MIN,Chicago White Sox,5
,CHA/CHA202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,3:17,0.0,9,Home,Dobnak,MIN,1,1-1,Win,3,10,,+,Keuchel,CHW,MIN,Chicago White Sox,15
,CHA/CHA202007260,"Sunday, Jul 26",2020-07-26,1,Day,3,3:38,1.0,9,Home,Lopez,MIN,4,1-2,Loss,14,2,,-,Maeda,CHW,MIN,Chicago White Sox,17
,CLE/CLE202007281,"Tuesday, Jul 28 (1)",2020-07-28,1,Day,4,3:15,3.0,9,Away,Cease,CLE,5,1-3,Loss,4,3,Hand,--,Civale,CLE,CHW,Chicago White Sox,20
,CLE/CLE202007282,"Tuesday, Jul 28 (2)",2020-07-28,2,Day,5,2:43,3.0,9,Away,Rodon,CLE,5,1-4,Loss,5,3,Hill,---,Plutko,CLE,CHW,Chicago White Sox,23
,CLE/CLE202007290,"Wednesday, Jul 29",2020-07-29,1,Night,6,2:57,2.5,9,Away,Hand,CLE,4,2-4,Win,0,4,,+,Bummer,CLE,CHW,Chicago White Sox,27
,KCA/KCA202007310,"Friday, Jul 31",2020-07-31,1,Night,7,2:56,2.0,9,Away,Bubic,KCR,4,3-4,Win,2,3,Colome,++,Keuchel,KCR,CHW,Chicago White Sox,30
,KCA/KCA202008010,"Saturday, Aug 1",2020-08-01,1,Night,8,3:44,2.0,9,Away,Bolanos,KCR,4,4-4,Win,5,11,Heuer,+++,Foster,KCR,CHW,Chicago White Sox,41
,KCA/KCA202008020,"Sunday, Aug 2",2020-08-02,1,Day,9,3:01,2.0,9,Away,Barlow,KCR,2,5-4,Win,2,9,,++++,Cease,KCR,CHW,Chicago White Sox,50
,MIL/MIL202008030,"Monday, Aug 3",2020-08-03,1,Night,10,3:43,2.0,9,Away,Phelps,MIL,2,6-4,Win,4,6,Colome,+++++,Detwiler,MIL,CHW,Chicago White Sox,56
,MIL/MIL202008040,"Tuesday, Aug 4",2020-08-04,1,Night,11,3:14,2.0,9,Away,Williams,MIL,2,7-4,Win,2,3,Colome,++++++,Giolito,MIL,CHW,Chicago White Sox,59
,CHA/CHA202008050,"Wednesday, Aug 5",2020-08-05,1,Night,12,2:21,3.0,9,Home,Keuchel,MIL,2,7-5,Loss,1,0,Hader,-,Houser,CHW,MIL,Chicago White Sox,59
,CHA/CHA202008060,"Thursday, Aug 6",2020-08-06,1,Night,13,3:41,3.0,9,Home,Gonzalez,MIL,3,7-6,Loss,8,3,,--,Lindblom,CHW,MIL,Chicago White Sox,62
,CHA/CHA202008070,"Friday, Aug 7",2020-08-07,1,Night,14,2:48,2.0,9,Home,Civale,CLE,2,8-6,Win,0,2,Colome,+,Cease,CHW,CLE,Chicago White Sox,64
,CHA/CHA202008080,"Saturday, Aug 8",2020-08-08,1,Day,15,3:11,2.0,9,Home,Anderson,CLE,4,8-7,Loss,7,1,,-,Plesac,CHW,CLE,Chicago White Sox,65
,CHA/CHA202008090,"Sunday, Aug 9",2020-08-09,1,Night,16,3:20,2.0,10,Home,Cordero,CLE,4,8-8,Loss,5,4,Perez,--,Maton,CHW,CLE,Chicago White Sox,69
,DET/DET202008100,"Monday, Aug 10",2020-08-10,1,Night,17,2:47,3.0,9,Away,Keuchel,DET,4,8-9,Loss,5,1,,---,Norris,DET,CHW,Chicago White Sox,70
,DET/DET202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,2:51,2.0,9,Away,Alexander,DET,4,9-9,Win,4,8,,+,Foster,DET,CHW,Chicago White Sox,78
,DET/DET202008120,"Wednesday, Aug 12",2020-08-12,1,Day,19,3:12,2.0,9,Away,Boyd,DET,3,10-9,Win,5,7,Colome,++,Cease,DET,CHW,Chicago White Sox,85
,CHA/CHA202008151,"Saturday, Aug 15 (1)",2020-08-15,1,Day,20,2:19,3.0,7,Home,Giolito,STL,4,10-10,Loss,5,1,,-,Wainwright,CHW,STL,Chicago White Sox,86
,CHA/CHA202008152,"Saturday, Aug 15 (2)",2020-08-15,2,Day,21,2:30,3.0,7,Home,Marshall,STL,4,10-11,Loss,6,3,Miller,--,Cabrera,CHW,STL,Chicago White Sox,89
,CHA/CHA202008160,"Sunday, Aug 16",2020-08-16,1,Day,22,2:52,3.0,9,Home,Hudson,STL,3,11-11,Win,2,7,,+,Keuchel,CHW,STL,Chicago White Sox,96
,CHA/CHA202008170,"Monday, Aug 17",2020-08-17,1,Night,23,3:12,3.0,9,Home,Boyd,DET,3,12-11,Win,2,7,,++,Heuer,CHW,DET,Chicago White Sox,103
