attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,team
44106,LAN/LAN201908210,"Wednesday, Aug 21",2019-08-21,1,Night,129,3:10,31.5,10,Away,Mayza,LAD,4,52-77,Loss,2,1,,----,Baez,TOR
49796,LAN/LAN201908220,"Thursday, Aug 22",2019-08-22,1,Night,130,2:46,31.5,9,Away,Law,LAD,4,52-78,Loss,3,2,,-----,Sadler,TOR
34706,SEA/SEA201908230,"Friday, Aug 23",2019-08-23,1,Night,131,3:51,32.5,9,Away,Gaviglio,SEA,4,52-79,Loss,7,4,Magill,------,Wisler,TOR
34590,SEA/SEA201908240,"Saturday, Aug 24",2019-08-24,1,Night,132,3:38,31.5,9,Away,McClain,SEA,4,53-79,Win,5,7,Law,+,Stewart,TOR
29698,SEA/SEA201908250,"Sunday, Aug 25",2019-08-25,1,Day,133,2:28,32.5,9,Away,Buchholz,SEA,4,53-80,Loss,3,1,Magill,-,Gonzales,TOR
24578,TOR/TOR201908270,"Tuesday, Aug 27",2019-08-27,1,Night,134,2:57,33.0,9,Home,Soroka,ATL,4,54-80,Win,1,3,Giles,+,Godley,TOR
23112,TOR/TOR201908280,"Wednesday, Aug 28",2019-08-28,1,Night,135,3:33,34.0,9,Home,Waguespack,ATL,4,54-81,Loss,9,4,,-,Jackson,TOR
25289,TOR/TOR201908300,"Friday, Aug 30",2019-08-30,1,Night,136,3:22,34.0,9,Home,Thornton,HOU,4,54-82,Loss,7,4,,--,McHugh,TOR
26414,TOR/TOR201908310,"Saturday, Aug 31",2019-08-31,1,Day,137,3:04,34.0,9,Home,Valdez,HOU,4,55-82,Win,4,6,Giles,+,Buchholz,TOR
24104,TOR/TOR201909010,"Sunday, Sep 1",2019-09-01,1,Day,138,2:29,35.0,9,Home,Giles,HOU,4,55-83,Loss,2,0,,-,Verlander,TOR
28987,ATL/ATL201909020,"Monday, Sep 2",2019-09-02,1,Day,139,2:52,35.0,9,Away,Waguespack,ATL,4,55-84,Loss,6,3,Melancon,--,Soroka,TOR
25427,ATL/ATL201909030,"Tuesday, Sep 3",2019-09-03,1,Night,140,2:46,36.0,9,Away,Font,ATL,4,55-85,Loss,7,2,,---,Foltynewicz,TOR
5962,TBA/TBA201909050,"Thursday, Sep 5",2019-09-05,1,Night,141,3:32,37.0,9,Away,Boshers,TBR,4,55-86,Loss,6,4,Pagan,----,Drake,TOR
10853,TBA/TBA201909060,"Friday, Sep 6",2019-09-06,1,Night,142,2:35,37.0,9,Away,Buchholz,TBR,4,55-87,Loss,5,0,Pagan,-----,Fairbanks,TOR
12663,TBA/TBA201909070,"Saturday, Sep 7",2019-09-07,1,Night,143,3:06,38.0,9,Away,Romano,TBR,4,55-88,Loss,5,3,Drake,------,Anderson,TOR
14071,TBA/TBA201909080,"Sunday, Sep 8",2019-09-08,1,Day,144,2:36,39.0,9,Away,Waguespack,TBR,4,55-89,Loss,8,3,,-------,Richards,TOR
17819,TOR/TOR201909100,"Tuesday, Sep 10",2019-09-10,1,Night,145,3:37,38.5,9,Home,Taylor,BOS,4,56-89,Win,3,4,Giles,+,Shafer,TOR
14463,TOR/TOR201909110,"Wednesday, Sep 11",2019-09-11,1,Night,146,2:49,38.0,9,Home,Kelley,BOS,4,57-89,Win,0,8,,++,Thornton,TOR
17420,TOR/TOR201909120,"Thursday, Sep 12",2019-09-12,1,Night,147,3:32,39.5,9,Home,Buchholz,BOS,4,57-90,Loss,7,4,Workman,-,Taylor,TOR
23915,TOR/TOR201909130,"Friday, Sep 13",2019-09-13,1,Night,148,4:08,38.5,12,Home,Lyons,NYY,4,58-90,Loss,5,6,,+,Font,TOR
26308,TOR/TOR201909140,"Saturday, Sep 14",2019-09-14,1,Day,149,3:47,39.5,9,Home,Waguespack,NYY,4,58-91,Loss,13,3,,-,Paxton,TOR
22562,TOR/TOR201909150,"Sunday, Sep 15",2019-09-15,1,Day,150,2:47,38.5,9,Home,Cortes,NYY,4,59-91,Win,4,6,Giles,+,Zeuch,TOR
9280,BAL/BAL201909170,"Tuesday, Sep 17",2019-09-17,1,Night,151,3:27,38.5,9,Away,Givens,BAL,4,60-91,Win,5,8,,++,Law,TOR
9066,BAL/BAL201909180,"Wednesday, Sep 18",2019-09-18,1,Night,152,4:08,37.5,9,Away,Castro,BAL,4,61-91,Win,10,11,Law,+++,Stewart,TOR
10148,BAL/BAL201909190,"Thursday, Sep 19",2019-09-19,1,Night,153,2:53,37.5,9,Away,Ynoa,BAL,4,62-91,Win,4,8,,++++,Kay,TOR
45270,NYA/NYA201909200,"Friday, Sep 20",2019-09-20,1,Night,154,3:08,36.5,9,Away,Kahnle,NYY,4,63-91,Win,3,4,Giles,+++++,Adam,TOR
43602,NYA/NYA201909210,"Saturday, Sep 21",2019-09-21,1,Day,155,3:01,37.5,9,Away,Zeuch,NYY,4,63-92,Loss,7,2,,-,Paxton,TOR
44583,NYA/NYA201909220,"Sunday, Sep 22",2019-09-22,1,Day,156,2:45,38.5,9,Away,Font,NYY,4,63-93,Loss,8,3,,--,Severino,TOR
13193,TOR/TOR201909230,"Monday, Sep 23",2019-09-23,1,Night,157,5:21,38.0,15,Home,Eades,BAL,4,64-93,Loss,10,11,,+,Adam,TOR
12625,TOR/TOR201909240,"Tuesday, Sep 24",2019-09-24,1,Night,158,3:12,38.0,9,Home,Pannone,BAL,4,64-94,Loss,11,4,,-,Bundy,TOR
13853,TOR/TOR201909250,"Wednesday, Sep 25",2019-09-25,1,Night,159,2:54,37.0,9,Home,Ynoa,BAL,4,65-94,Win,2,3,Giles,+,Waguespack,TOR
16348,TOR/TOR201909270,"Friday, Sep 27",2019-09-27,1,Night,160,3:04,38.0,9,Home,Zeuch,TBR,4,65-95,Loss,6,2,,-,Drake,TOR
20293,TOR/TOR201909280,"Saturday, Sep 28",2019-09-28,1,Day,161,3:17,37.0,9,Home,Yarbrough,TBR,4,66-95,Win,1,4,Giles,+,Thornton,TOR
25738,TOR/TOR201909290,"Sunday, Sep 29",2019-09-29,1,Day,162,3:07,36.0,9,Home,Snell,TBR,4,67-95,Win,3,8,,++,Buchholz,TOR
31675,KCA/KCA201903280,"Thursday, Mar 28",2019-03-28,1,Night,1,3:12,0.0,9,Home,Rodon,CHW,1,1-0,Win,3,5,Boxberger,+,Keller,KCR
13533,KCA/KCA201903300,"Saturday, Mar 30",2019-03-30,1,Day,2,3:16,-1.0,9,Home,Lopez,CHW,1,2-0,Win,6,8,Kennedy,++,Junis,KCR
12669,KCA/KCA201903310,"Sunday, Mar 31",2019-03-31,1,Day,3,2:57,0.0,9,Home,Lopez,CHW,1,2-1,Loss,6,3,Colome,-,Giolito,KCR
10024,KCA/KCA201904020,"Tuesday, Apr 2",2019-04-02,1,Night,4,3:30,1.0,10,Home,Boxberger,MIN,2,2-2,Loss,5,4,Parker,--,Hildenberger,KCR
10575,KCA/KCA201904030,"Wednesday, Apr 3",2019-04-03,1,Day,5,3:32,2.0,9,Home,Peralta,MIN,3,2-3,Loss,7,6,Parker,---,May,KCR
42641,DET/DET201904040,"Thursday, Apr 4",2019-04-04,1,Day,6,2:47,2.5,9,Away,Zimmer,DET,5,2-4,Loss,5,4,Greene,----,Hardy,KCR
22111,DET/DET201904060,"Saturday, Apr 6",2019-04-06,1,Day,7,2:45,3.0,9,Away,McCarthy,DET,5,2-5,Loss,7,4,Greene,-----,Alcantara,KCR
15058,DET/DET201904070,"Sunday, Apr 7",2019-04-07,1,Day,8,2:24,4.0,9,Away,Keller,DET,5,2-6,Loss,3,1,Greene,------,Ross,KCR
10259,KCA/KCA201904080,"Monday, Apr 8",2019-04-08,1,Night,9,3:17,4.5,9,Home,Bailey,SEA,5,2-7,Loss,13,5,,-------,Elias,KCR
10366,KCA/KCA201904090,"Tuesday, Apr 9",2019-04-09,1,Night,10,3:17,5.0,9,Home,Junis,SEA,5,2-8,Loss,6,3,Swarzak,--------,Gonzales,KCR
12775,KCA/KCA201904100,"Wednesday, Apr 10",2019-04-10,1,Night,11,3:17,5.5,9,Home,Boxberger,SEA,5,2-9,Loss,6,5,Elias,---------,Swarzak,KCR
10231,KCA/KCA201904110,"Thursday, Apr 11",2019-04-11,1,Day,12,3:27,6.0,10,Home,Sparkman,SEA,5,2-10,Loss,7,6,Sadzeck,----------,Brennan,KCR
11950,KCA/KCA201904120,"Friday, Apr 12",2019-04-12,1,Night,13,3:10,5.0,9,Home,Carrasco,CLE,5,3-10,Win,1,8,,+,Keller,KCR
15188,KCA/KCA201904130,"Saturday, Apr 13",2019-04-13,1,Night,14,2:26,4.5,9,Home,Rodriguez,CLE,5,4-10,Win,0,3,Peralta,++,Bailey,KCR
14303,KCA/KCA201904140,"Sunday, Apr 14",2019-04-14,1,Day,15,3:27,4.5,9,Home,Hand,CLE,5,5-10,Loss,8,9,,+++,Peralta,KCR
12553,CHA/CHA201904150,"Monday, Apr 15",2019-04-15,1,Night,16,3:02,4.5,9,Away,Boxberger,CHW,5,5-11,Loss,5,4,Colome,-,Banuelos,KCR
13583,CHA/CHA201904160,"Tuesday, Apr 16",2019-04-16,1,Night,17,2:39,5.0,9,Away,Lopez,CHW,5,5-12,Loss,5,1,,--,Lopez,KCR
14358,CHA/CHA201904170,"Wednesday, Apr 17",2019-04-17,1,Day,18,4:04,5.0,10,Away,Jones,CHW,5,6-12,Win,3,4,Barlow,+,Peralta,KCR
39106,NYA/NYA201904180,"Thursday, Apr 18",2019-04-18,1,Night,19,3:06,4.5,9,Away,German,NYY,5,7-12,Win,1,6,,++,Bailey,KCR
39668,NYA/NYA201904190,"Friday, Apr 19",2019-04-19,1,Night,20,2:51,5.0,9,Away,Junis,NYY,5,7-13,Loss,6,2,,-,Sabathia,KCR
42013,NYA/NYA201904200,"Saturday, Apr 20",2019-04-20,1,Day,21,3:00,5.5,9,Away,Fillmyer,NYY,5,7-14,Loss,9,2,,--,Tanaka,KCR
40523,NYA/NYA201904210,"Sunday, Apr 21",2019-04-21,1,Day,22,3:29,6.5,10,Away,Diekman,NYY,5,7-15,Loss,7,6,,---,Britton,KCR
9914,TBA/TBA201904220,"Monday, Apr 22",2019-04-22,1,Night,23,2:37,7.5,9,Away,Keller,TBR,5,7-16,Loss,6,3,Pagan,----,Font,KCR
8298,TBA/TBA201904230,"Tuesday, Apr 23",2019-04-23,1,Night,24,2:54,7.5,9,Away,Bailey,TBR,5,7-17,Loss,5,2,Pagan,-----,Beeks,KCR
9502,TBA/TBA201904240,"Wednesday, Apr 24",2019-04-24,1,Day,25,3:06,6.5,9,Away,Snell,TBR,5,8-17,Win,2,10,,+,Junis,KCR
23186,KCA/KCA201904260,"Friday, Apr 26",2019-04-26,1,Night,26,3:06,7.5,9,Home,Duffy,LAA,5,8-18,Loss,5,1,,-,Skaggs,KCR
18755,KCA/KCA201904270,"Saturday, Apr 27",2019-04-27,1,Night,27,3:40,7.5,9,Home,Barria,LAA,5,9-18,Win,4,9,,+,Barlow,KCR
21549,KCA/KCA201904280,"Sunday, Apr 28",2019-04-28,1,Day,28,3:02,8.5,9,Home,Bailey,LAA,5,9-19,Loss,7,3,,-,Harvey,KCR
11744,KCA/KCA201904290,"Monday, Apr 29",2019-04-29,1,Night,29,2:51,9.5,9,Home,Keller,TBR,5,9-20,Loss,8,5,,--,Chirinos,KCR
,KCA/KCA201905011,"Wednesday, May 1 (1)",2019-05-01,1,Day,30,2:37,8.5,9,Home,Stanek,TBR,5,10-20,Win,2,3,Kennedy,+,Junis,KCR
11411,KCA/KCA201905012,"Wednesday, May 1 (2)",2019-05-01,2,Day,31,2:41,8.5,9,Home,Snell,TBR,5,11-20,Win,2,8,,++,Sparkman,KCR
23343,KCA/KCA201905020,"Thursday, May 2",2019-05-02,1,Day,32,2:33,9.5,9,Home,Peralta,TBR,5,11-21,Loss,3,1,Castillo,-,Kolarek,KCR
14020,DET/DET201905030,"Friday, May 3",2019-05-03,1,Night,33,2:33,9.5,9,Away,Lopez,DET,5,11-22,Loss,4,3,Greene,--,Boyd,KCR
19500,DET/DET201905040,"Saturday, May 4",2019-05-04,1,Day,34,3:00,9.5,9,Away,Ross,DET,5,12-22,Win,3,15,,+,Bailey,KCR
16369,DET/DET201905050,"Sunday, May 5",2019-05-05,1,Day,35,3:14,9.5,10,Away,Kennedy,DET,5,12-23,Loss,5,2,,-,Farmer,KCR
27079,HOU/HOU201905060,"Monday, May 6",2019-05-06,1,Night,36,2:57,10.5,9,Away,Junis,HOU,5,12-24,Loss,6,4,Osuna,--,Cole,KCR
30377,HOU/HOU201905070,"Tuesday, May 7",2019-05-07,1,Night,37,2:45,10.5,9,Away,McHugh,HOU,5,13-24,Win,2,12,,+,Duffy,KCR
22698,HOU/HOU201905080,"Wednesday, May 8",2019-05-08,1,Night,38,2:45,11.5,9,Away,Lopez,HOU,5,13-25,Loss,9,0,,-,Peacock,KCR
20015,KCA/KCA201905100,"Friday, May 10",2019-05-10,1,Night,39,3:07,11.5,9,Home,Arrieta,PHI,5,14-25,Win,1,5,,+,Bailey,KCR
24463,KCA/KCA201905110,"Saturday, May 11",2019-05-11,1,Night,40,3:01,12.0,9,Home,Keller,PHI,5,14-26,Loss,7,0,,-,Eflin,KCR
19640,KCA/KCA201905120,"Sunday, May 12",2019-05-12,1,Day,41,2:37,12.0,9,Home,Junis,PHI,5,14-27,Loss,6,1,,--,Irvin,KCR
19410,KCA/KCA201905140,"Tuesday, May 14",2019-05-14,1,Night,42,3:24,11.5,9,Home,Miller,TEX,5,15-27,Win,5,11,,+,Duffy,KCR
14572,KCA/KCA201905150,"Wednesday, May 15",2019-05-15,1,Night,43,3:24,12.5,9,Home,Lopez,TEX,5,15-28,Loss,6,1,,-,Minor,KCR
17469,KCA/KCA201905160,"Thursday, May 16",2019-05-16,1,Day,44,3:14,13.5,9,Home,Bailey,TEX,5,15-29,Loss,16,1,,--,Lynn,KCR
43444,ANA/ANA201905170,"Friday, May 17",2019-05-17,1,Night,45,3:17,14.5,9,Away,Keller,LAA,5,15-30,Loss,5,2,Robles,---,Harvey,KCR
43415,ANA/ANA201905180,"Saturday, May 18",2019-05-18,1,Night,46,2:42,15.5,9,Away,Junis,LAA,5,15-31,Loss,6,3,Buttrey,----,Canning,KCR
43329,ANA/ANA201905190,"Sunday, May 19",2019-05-19,1,Day,47,3:21,14.5,9,Away,Skaggs,LAA,5,16-31,Win,1,5,,+,Duffy,KCR
42725,SLN/SLN201905221,"Wednesday, May 22 (1)",2019-05-22,1,Day,48,2:44,15.5,9,Away,Wacha,STL,5,17-31,Win,2,8,,++,Keller,KCR
42529,SLN/SLN201905222,"Wednesday, May 22 (2)",2019-05-22,2,Night,49,3:30,15.5,9,Away,Bailey,STL,5,17-32,Loss,10,3,,-,Wainwright,KCR
25243,KCA/KCA201905251,"Saturday, May 25 (1)",2019-05-25,1,Day,50,2:42,18.0,9,Home,Barlow,NYY,5,17-33,Loss,7,3,,--,Happ,KCR
18599,KCA/KCA201905252,"Saturday, May 25 (2)",2019-05-25,2,Night,51,3:07,18.0,9,Home,Lopez,NYY,5,17-34,Loss,6,5,Chapman,---,Adams,KCR
21499,KCA/KCA201905260,"Sunday, May 26",2019-05-26,1,Day,52,3:17,18.0,10,Home,Holder,NYY,5,18-34,Loss,7,8,,+,McCarthy,KCR
20139,CHA/CHA201905270,"Monday, May 27",2019-05-27,1,Day,53,2:56,18.0,9,Away,Diekman,CHW,5,18-35,Loss,2,1,,-,Colome,KCR
13479,CHA/CHA201905280,"Tuesday, May 28",2019-05-28,1,Night,54,2:31,19.0,9,Away,Keller,CHW,5,18-36,Loss,4,3,Colome,--,Giolito,KCR
16167,CHA/CHA201905290,"Wednesday, May 29",2019-05-29,1,Night,55,3:03,19.5,9,Away,Kennedy,CHW,5,18-37,Loss,8,7,Colome,---,Herrera,KCR
26202,TEX/TEX201905300,"Thursday, May 30",2019-05-30,1,Night,56,3:06,18.5,9,Away,Minor,TEX,5,19-37,Win,2,4,Kennedy,+,Junis,KCR
31183,TEX/TEX201905310,"Friday, May 31",2019-05-31,1,Night,57,2:36,19.5,9,Away,Duffy,TEX,5,19-38,Loss,6,2,,-,Jurado,KCR
27133,TEX/TEX201906010,"Saturday, Jun 1",2019-06-01,1,Day,58,3:08,20.5,9,Away,Bailey,TEX,5,19-39,Loss,6,2,,--,Lynn,KCR
21891,TEX/TEX201906020,"Sunday, Jun 2",2019-06-02,1,Day,59,2:38,21.5,9,Away,Keller,TEX,5,19-40,Loss,5,1,,---,Sampson,KCR
13184,KCA/KCA201906040,"Tuesday, Jun 4",2019-06-04,1,Night,60,3:08,21.5,9,Home,Barlow,BOS,5,19-41,Loss,8,3,,----,Rodriguez,KCR
15523,KCA/KCA201906050,"Wednesday, Jun 5",2019-06-05,1,Night,61,2:39,21.5,9,Home,Junis,BOS,5,19-42,Loss,8,0,,-----,Sale,KCR
19928,KCA/KCA201906060,"Thursday, Jun 6",2019-06-06,1,Day,62,3:26,22.5,9,Home,Duffy,BOS,5,19-43,Loss,7,5,Barnes,------,Brewer,KCR
24744,KCA/KCA201906070,"Friday, Jun 7",2019-06-07,1,Night,63,3:22,22.5,9,Home,Fry,CHW,5,20-43,Win,4,6,Kennedy,+,Boxberger,KCR
20889,KCA/KCA201906080,"Saturday, Jun 8",2019-06-08,1,Day,64,2:26,22.5,9,Home,Keller,CHW,5,20-44,Loss,2,0,Colome,-,Giolito,KCR
22501,KCA/KCA201906090,"Sunday, Jun 9",2019-06-09,1,Day,65,3:02,23.5,9,Home,Sparkman,CHW,5,20-45,Loss,5,2,,--,Lopez,KCR
20776,KCA/KCA201906110,"Tuesday, Jun 11",2019-06-11,1,Night,66,2:35,23.5,9,Home,Alcantara,DET,5,21-45,Win,2,3,Kennedy,+,Barlow,KCR
19870,KCA/KCA201906120,"Wednesday, Jun 12",2019-06-12,1,Night,67,2:46,23.5,9,Home,Diekman,DET,5,21-46,Loss,3,2,Greene,-,Ramirez,KCR
25454,KCA/KCA201906130,"Thursday, Jun 13",2019-06-13,1,Night,68,3:17,23.5,9,Home,Boyd,DET,5,22-46,Win,3,7,Kennedy,+,Bailey,KCR
38898,MIN/MIN201906140,"Friday, Jun 14",2019-06-14,1,Night,69,2:21,24.5,9,Away,Diekman,MIN,5,22-47,Loss,2,0,Rogers,-,Gibson,KCR
39267,MIN/MIN201906150,"Saturday, Jun 15",2019-06-15,1,Night,70,3:09,25.5,9,Away,Sparkman,MIN,5,22-48,Loss,5,4,Rogers,--,Odorizzi,KCR
38886,MIN/MIN201906160,"Sunday, Jun 16",2019-06-16,1,Day,71,4:00,24.5,9,Away,Perez,MIN,5,23-48,Win,6,8,Kennedy,+,Lopez,KCR
14469,SEA/SEA201906170,"Monday, Jun 17",2019-06-17,1,Night,72,3:22,23.5,9,Away,Bass,SEA,5,24-48,Win,4,6,Kennedy,++,Flynn,KCR
12854,SEA/SEA201906180,"Tuesday, Jun 18",2019-06-18,1,Night,73,3:06,23.5,9,Away,Kikuchi,SEA,5,25-48,Win,0,9,,+++,Bailey,KCR
16296,SEA/SEA201906190,"Wednesday, Jun 19",2019-06-19,1,Day,74,2:51,23.5,9,Away,Keller,SEA,5,25-49,Loss,8,2,,-,Gonzales,KCR
22683,KCA/KCA201906200,"Thursday, Jun 20",2019-06-20,1,Night,75,2:37,22.5,9,Home,Odorizzi,MIN,5,26-49,Win,1,4,Kennedy,+,Sparkman,KCR
27418,KCA/KCA201906210,"Friday, Jun 21",2019-06-21,1,Night,76,3:27,23.5,9,Home,Diekman,MIN,5,26-50,Loss,8,7,Rogers,-,Harper,KCR
28504,KCA/KCA201906220,"Saturday, Jun 22",2019-06-22,1,Day,77,2:56,24.5,10,Home,Peralta,MIN,5,26-51,Loss,5,3,Parker,--,May,KCR
21257,KCA/KCA201906230,"Sunday, Jun 23",2019-06-23,1,Day,78,3:09,23.5,9,Home,Pineda,MIN,5,27-51,Win,1,6,McCarthy,+,Bailey,KCR
15413,CLE/CLE201906240,"Monday, Jun 24",2019-06-24,1,Night,79,3:05,24.0,10,Away,Peralta,CLE,5,27-52,Loss,3,2,,-,Hand,KCR
21766,CLE/CLE201906250,"Tuesday, Jun 25",2019-06-25,1,Night,80,3:27,24.0,9,Away,Hand,CLE,5,28-52,Win,6,8,Kennedy,+,McCarthy,KCR
22246,CLE/CLE201906260,"Wednesday, Jun 26",2019-06-26,1,Day,81,2:49,25.0,9,Away,Junis,CLE,5,28-53,Loss,5,3,,-,Bauer,KCR
18399,TOR/TOR201906280,"Friday, Jun 28",2019-06-28,1,Night,82,2:47,24.5,9,Away,Duffy,TOR,4,28-54,Loss,6,2,,--,Hudson,KCR
24906,TOR/TOR201906290,"Saturday, Jun 29",2019-06-29,1,Day,83,3:22,25.5,9,Away,Barlow,TOR,5,28-55,Loss,7,5,,---,Hudson,KCR
21727,TOR/TOR201906300,"Sunday, Jun 30",2019-06-30,1,Day,84,3:09,24.5,9,Away,Sanchez,TOR,4,29-55,Win,6,7,Kennedy,+,Keller,KCR
29339,TOR/TOR201907010,"Monday, Jul 1",2019-07-01,1,Day,85,2:32,25.0,9,Away,Sparkman,TOR,5,29-56,Loss,11,4,,-,Richard,KCR
18394,KCA/KCA201907020,"Tuesday, Jul 2",2019-07-02,1,Night,86,3:22,25.0,9,Home,Junis,CLE,5,29-57,Loss,9,5,,--,Bauer,KCR
25049,KCA/KCA201907030,"Wednesday, Jul 3",2019-07-03,1,Night,87,2:46,26.0,9,Home,Duffy,CLE,5,29-58,Loss,4,0,,---,Clevinger,KCR
18076,KCA/KCA201907040,"Thursday, Jul 4",2019-07-04,1,Day,88,3:30,26.0,9,Home,Lopez,CLE,5,29-59,Loss,8,4,,----,Cimber,KCR
25213,WAS/WAS201907050,"Friday, Jul 5",2019-07-05,1,Night,89,4:40,26.0,11,Away,Venters,WSN,5,30-59,Win,4,7,Peralta,+,Flynn,KCR
27863,WAS/WAS201907060,"Saturday, Jul 6",2019-07-06,1,Day,90,2:44,27.0,9,Away,Sparkman,WSN,5,30-60,Loss,6,0,,-,Scherzer,KCR
21873,WAS/WAS201907070,"Sunday, Jul 7",2019-07-07,1,Day,91,2:37,27.0,9,Away,Diekman,WSN,5,30-61,Loss,5,2,,--,Doolittle,KCR
25059,KCA/KCA201907120,"Friday, Jul 12",2019-07-12,1,Night,92,3:07,27.0,9,Home,Hardy,DET,4,31-61,Win,5,8,Kennedy,+,Newberry,KCR
27551,KCA/KCA201907130,"Saturday, Jul 13",2019-07-13,1,Night,93,2:23,27.0,9,Home,Boyd,DET,4,32-61,Win,1,4,Kennedy,++,Keller,KCR
13763,KCA/KCA201907140,"Sunday, Jul 14",2019-07-14,1,Day,94,3:05,27.0,9,Home,Flynn,DET,4,32-62,Loss,12,8,,-,Ramirez,KCR
16006,KCA/KCA201907150,"Monday, Jul 15",2019-07-15,1,Night,95,3:04,26.5,9,Home,Giolito,CHW,4,33-62,Win,2,5,Kennedy,+,Junis,KCR
16557,KCA/KCA201907160,"Tuesday, Jul 16",2019-07-16,1,Night,96,2:44,25.5,9,Home,Cease,CHW,4,34-62,Win,0,11,,++,Sparkman,KCR
14340,KCA/KCA201907170,"Wednesday, Jul 17",2019-07-17,1,Night,97,3:11,24.5,9,Home,Nova,CHW,4,35-62,Win,5,7,Kennedy,+++,Duffy,KCR
13157,KCA/KCA201907180,"Thursday, Jul 18",2019-07-18,1,Day,98,3:03,24.5,9,Home,Detwiler,CHW,4,36-62,Win,5,6,Kennedy,++++,Keller,KCR
26640,CLE/CLE201907190,"Friday, Jul 19",2019-07-19,1,Night,99,3:20,24.5,9,Away,Montgomery,CLE,4,36-63,Loss,10,5,,-,Bieber,KCR
31958,CLE/CLE201907200,"Saturday, Jul 20",2019-07-20,1,Night,100,2:41,23.5,9,Away,Plutko,CLE,4,37-63,Win,0,1,Kennedy,+,Junis,KCR
23564,CLE/CLE201907210,"Sunday, Jul 21",2019-07-21,1,Day,101,2:47,24.5,9,Away,Sparkman,CLE,4,37-64,Loss,5,4,Hand,-,Plesac,KCR
36570,ATL/ATL201907230,"Tuesday, Jul 23",2019-07-23,1,Night,102,3:30,24.0,9,Away,Swarzak,ATL,4,38-64,Win,4,5,Kennedy,+,Hill,KCR
38865,ATL/ATL201907240,"Wednesday, Jul 24",2019-07-24,1,Night,103,2:43,23.0,9,Away,Teheran,ATL,4,39-64,Win,0,2,Kennedy,++,Keller,KCR
15224,KCA/KCA201907250,"Thursday, Jul 25",2019-07-25,1,Night,104,4:51,24.0,14,Home,Flynn,CLE,4,39-65,Loss,5,4,Cole,-,Goody,KCR
26609,KCA/KCA201907260,"Friday, Jul 26",2019-07-26,1,Night,105,2:56,25.0,9,Home,Junis,CLE,4,39-66,Loss,8,3,,--,Plesac,KCR
31181,KCA/KCA201907270,"Saturday, Jul 27",2019-07-27,1,Night,106,3:04,25.0,9,Home,Sparkman,CLE,4,39-67,Loss,9,1,,---,Clevinger,KCR
14380,KCA/KCA201907280,"Sunday, Jul 28",2019-07-28,1,Day,107,2:55,25.0,9,Home,Bauer,CLE,4,40-67,Win,6,9,Kennedy,+,Duffy,KCR
18306,KCA/KCA201907290,"Monday, Jul 29",2019-07-29,1,Night,108,2:55,25.5,9,Home,Keller,TOR,4,40-68,Loss,7,3,,-,Mayza,KCR
18379,KCA/KCA201907300,"Tuesday, Jul 30",2019-07-30,1,Night,109,3:37,26.5,9,Home,Montgomery,TOR,4,40-69,Loss,9,2,,--,Reid-Foley,KCR
14480,KCA/KCA201907310,"Wednesday, Jul 31",2019-07-31,1,Day,110,2:23,27.5,9,Home,Junis,TOR,4,40-70,Loss,4,1,Shafer,---,Waguespack,KCR
41578,MIN/MIN201908020,"Friday, Aug 2",2019-08-02,1,Night,111,3:14,28.0,9,Away,Lovelady,MIN,4,40-71,Loss,11,9,Romo,----,May,KCR
36823,MIN/MIN201908030,"Saturday, Aug 3",2019-08-03,1,Night,112,2:53,29.0,9,Away,Duffy,MIN,4,40-72,Loss,11,3,,-----,Gibson,KCR
30171,MIN/MIN201908040,"Sunday, Aug 4",2019-08-04,1,Day,113,2:28,30.0,9,Away,Keller,MIN,4,40-73,Loss,3,0,Rogers,------,Smeltzer,KCR
33636,BOS/BOS201908050,"Monday, Aug 5",2019-08-05,1,Night,114,2:56,31.0,9,Away,Montgomery,BOS,4,40-74,Loss,7,5,Workman,-------,Porcello,KCR
36360,BOS/BOS201908060,"Tuesday, Aug 6",2019-08-06,1,Night,115,2:48,30.0,9,Away,Cashner,BOS,4,41-74,Win,2,6,,+,Junis,KCR
32453,BOS/BOS201908070,"Wednesday, Aug 7",2019-08-07,1,Night,116,3:48,30.0,10,Away,Lovelady,BOS,4,41-75,Loss,5,4,,-,Taylor,KCR
17197,DET/DET201908080,"Thursday, Aug 8",2019-08-08,1,Night,117,3:37,30.0,9,Away,Lovelady,DET,4,41-76,Loss,10,8,,--,Jimenez,KCR
21475,DET/DET201908090,"Friday, Aug 9",2019-08-09,1,Night,118,2:27,30.0,9,Away,Keller,DET,4,41-77,Loss,5,2,Jimenez,---,Jackson,KCR
26028,DET/DET201908100,"Saturday, Aug 10",2019-08-10,1,Night,119,2:47,30.0,9,Away,Turnbull,DET,4,42-77,Win,0,7,,+,Montgomery,KCR
19790,DET/DET201908110,"Sunday, Aug 11",2019-08-11,1,Day,120,2:35,29.0,9,Away,Norris,DET,4,43-77,Win,2,10,,++,Junis,KCR
23563,KCA/KCA201908130,"Tuesday, Aug 13",2019-08-13,1,Night,121,2:54,30.0,9,Home,Sparkman,STL,4,43-78,Loss,2,0,Martinez,-,Flaherty,KCR
