attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,team
39511,SFN/SFN201908140,"Wednesday, Aug 14",2019-08-14,1,Day,121,3:15,20.5,9,Home,Beede,OAK,3,60-61,Loss,9,5,Hendriks,-,Bailey,SFG
19037,ARI/ARI201908150,"Thursday, Aug 15",2019-08-15,1,Night,122,2:44,19.5,9,Away,Young,ARI,2,61-61,Win,0,7,,+,Rodriguez,SFG
23642,ARI/ARI201908160,"Friday, Aug 16",2019-08-16,1,Night,123,4:05,19.5,11,Away,López,ARI,2,62-61,Win,9,10,Gott,++,Smith,SFG
35366,ARI/ARI201908170,"Saturday, Aug 17",2019-08-17,1,Night,124,3:40,18.5,9,Away,Clarke,ARI,2,63-61,Win,6,11,,+++,Webb,SFG
26079,ARI/ARI201908180,"Sunday, Aug 18",2019-08-18,1,Day,125,3:19,18.5,9,Away,Bumgarner,ARI,2,63-62,Loss,6,1,,-,Kelly,SFG
36969,CHN/CHN201908200,"Tuesday, Aug 20",2019-08-20,1,Night,126,2:57,19.5,9,Away,Abad,CHC,3,63-63,Loss,5,3,Kimbrel,--,Hamels,SFG
38619,CHN/CHN201908210,"Wednesday, Aug 21",2019-08-21,1,Night,127,3:31,20.5,9,Away,Moronta,CHC,3,63-64,Loss,12,11,Kimbrel,---,Kintzler,SFG
36366,CHN/CHN201908220,"Thursday, Aug 22",2019-08-22,1,Day,128,2:29,21.5,9,Away,Samardzija,CHC,3,63-65,Loss,1,0,Wick,----,Hendricks,SFG
53367,OAK/OAK201908240,"Saturday, Aug 24",2019-08-24,1,Night,129,3:50,21.0,9,Away,Petit,OAK,2,64-65,Win,5,10,,+,Coonrod,SFG
47321,OAK/OAK201908250,"Sunday, Aug 25",2019-08-25,1,Day,130,3:02,20.0,9,Away,Diekman,OAK,2,65-65,Win,4,5,Smith,++,Coonrod,SFG
29169,SFN/SFN201908260,"Monday, Aug 26",2019-08-26,1,Night,131,3:30,20.0,9,Home,Beede,ARI,3,65-66,Loss,6,4,Bradley,-,Young,SFG
28262,SFN/SFN201908270,"Tuesday, Aug 27",2019-08-27,1,Night,132,2:46,21.0,9,Home,Coonrod,ARI,3,65-67,Loss,3,2,Bradley,--,Leake,SFG
33135,SFN/SFN201908290,"Thursday, Aug 29",2019-08-29,1,Night,133,2:28,21.5,9,Home,Rodriguez,SDP,3,65-68,Loss,5,3,Munoz,---,Paddack,SFG
34293,SFN/SFN201908300,"Friday, Aug 30",2019-08-30,1,Night,134,2:54,20.5,9,Home,Lamet,SDP,3,66-68,Win,3,8,,+,Bumgarner,SFG
36424,SFN/SFN201908310,"Saturday, Aug 31",2019-08-31,1,Night,135,2:58,20.5,9,Home,Watson,SDP,3,66-69,Loss,4,1,Yates,-,Stammen,SFG
38701,SFN/SFN201909010,"Sunday, Sep 1",2019-09-01,1,Day,136,3:02,21.5,9,Home,Samardzija,SDP,3,66-70,Loss,8,4,,--,Lauer,SFG
40732,SLN/SLN201909020,"Monday, Sep 2",2019-09-02,1,Day,137,2:43,22.5,9,Away,Beede,STL,3,66-71,Loss,3,1,Martinez,---,Wainwright,SFG
38259,SLN/SLN201909030,"Tuesday, Sep 3",2019-09-03,1,Night,138,2:11,23.5,9,Away,Rodriguez,STL,3,66-72,Loss,1,0,Martinez,----,Flaherty,SFG
41945,SLN/SLN201909040,"Wednesday, Sep 4",2019-09-04,1,Night,139,4:05,23.5,9,Away,Gallegos,STL,3,67-72,Win,8,9,Smith,+,Rogers,SFG
36800,SLN/SLN201909050,"Thursday, Sep 5",2019-09-05,1,Day,140,2:54,24.0,9,Away,Webb,STL,3,67-73,Loss,10,0,Cabrera,-,Hudson,SFG
53317,LAN/LAN201909060,"Friday, Sep 6",2019-09-06,1,Night,141,3:22,23.0,9,Away,Kershaw,LAD,3,68-73,Win,4,5,Smith,+,Samardzija,SFG
53870,LAN/LAN201909070,"Saturday, Sep 7",2019-09-07,1,Night,142,3:21,22.0,9,Away,Gonsolin,LAD,3,69-73,Win,0,1,Gustave,++,Beede,SFG
52310,LAN/LAN201909080,"Sunday, Sep 8",2019-09-08,1,Day,143,2:46,23.0,9,Away,Rodriguez,LAD,3,69-74,Loss,5,0,,-,Maeda,SFG
26826,SFN/SFN201909090,"Monday, Sep 9",2019-09-09,1,Night,144,3:09,23.5,9,Home,Abad,PIT,3,69-75,Loss,6,4,Vazquez,--,Rodriguez,SFG
26877,SFN/SFN201909100,"Tuesday, Sep 10",2019-09-10,1,Night,145,2:57,23.5,9,Home,Keller,PIT,3,70-75,Win,4,5,Anderson,+,Cueto,SFG
26627,SFN/SFN201909110,"Wednesday, Sep 11",2019-09-11,1,Night,146,2:51,23.5,9,Home,Webb,PIT,3,70-76,Loss,6,3,Vazquez,-,Feliz,SFG
30918,SFN/SFN201909120,"Thursday, Sep 12",2019-09-12,1,Day,147,2:57,24.5,9,Home,Samardzija,PIT,3,70-77,Loss,4,2,Vazquez,--,Musgrove,SFG
33418,SFN/SFN201909130,"Friday, Sep 13",2019-09-13,1,Night,148,2:22,24.5,9,Home,Alcantara,MIA,3,71-77,Win,0,1,Anderson,+,Beede,SFG
38663,SFN/SFN201909140,"Saturday, Sep 14",2019-09-14,1,Night,149,2:56,24.5,9,Home,Anderson,MIA,3,71-78,Loss,4,2,Urena,-,Garcia,SFG
39663,SFN/SFN201909150,"Sunday, Sep 15",2019-09-15,1,Day,150,2:51,24.5,9,Home,Garcia,MIA,3,72-78,Win,1,2,Smith,+,Rogers,SFG
35925,BOS/BOS201909170,"Tuesday, Sep 17",2019-09-17,1,Night,151,5:54,24.5,15,Away,Kelley,BOS,3,73-78,Win,6,7,,++,Rodriguez,SFG
35697,BOS/BOS201909180,"Wednesday, Sep 18",2019-09-18,1,Night,152,3:34,23.5,9,Away,Chacin,BOS,3,74-78,Win,3,11,,+++,Samardzija,SFG
35816,BOS/BOS201909190,"Thursday, Sep 19",2019-09-19,1,Day,153,3:17,24.0,9,Away,Bumgarner,BOS,3,74-79,Loss,5,4,Workman,-,Rodriguez,SFG
37419,ATL/ATL201909200,"Friday, Sep 20",2019-09-20,1,Night,154,2:21,25.0,9,Away,Beede,ATL,3,74-80,Loss,6,0,,--,Foltynewicz,SFG
40899,ATL/ATL201909210,"Saturday, Sep 21",2019-09-21,1,Night,155,2:35,25.0,9,Away,Cueto,ATL,3,74-81,Loss,8,1,,---,Fried,SFG
33674,ATL/ATL201909220,"Sunday, Sep 22",2019-09-22,1,Day,156,3:07,25.0,9,Away,Keuchel,ATL,3,75-81,Win,1,4,Smith,+,Webb,SFG
27870,SFN/SFN201909240,"Tuesday, Sep 24",2019-09-24,1,Night,157,5:31,26.0,16,Home,Rodriguez,COL,3,75-82,Loss,8,5,Shaw,-,Howard,SFG
29175,SFN/SFN201909250,"Wednesday, Sep 25",2019-09-25,1,Night,158,3:13,26.0,9,Home,Johnson,COL,3,76-82,Loss,1,2,,+,Smith,SFG
30350,SFN/SFN201909260,"Thursday, Sep 26",2019-09-26,1,Day,159,3:21,26.0,9,Home,Tinoco,COL,3,77-82,Win,3,8,,++,Coonrod,SFG
36554,SFN/SFN201909270,"Friday, Sep 27",2019-09-27,1,Night,160,3:42,27.0,9,Home,Cueto,LAD,3,77-83,Loss,9,2,,-,Buehler,SFG
37518,SFN/SFN201909280,"Saturday, Sep 28",2019-09-28,1,Day,161,2:40,28.0,9,Home,Webb,LAD,3,77-84,Loss,2,0,Jansen,--,Ryu,SFG
41909,SFN/SFN201909290,"Sunday, Sep 29",2019-09-29,1,Day,162,3:23,29.0,9,Home,Rodriguez,LAD,3,77-85,Loss,9,0,,---,May,SFG
44049,CIN/CIN201903280,"Thursday, Mar 28",2019-03-28,1,Day,1,2:54,0.0,9,Home,Taillon,PIT,1,1-0,Win,3,5,Hernandez,+,Duke,CIN
18737,CIN/CIN201903310,"Sunday, Mar 31",2019-03-31,1,Day,2,3:15,1.0,9,Home,Gray,PIT,2,1-1,Loss,5,0,,-,Williams,CIN
7799,CIN/CIN201904010,"Monday, Apr 1",2019-04-01,1,Night,3,3:31,2.0,9,Home,Iglesias,MIL,2,1-2,Loss,4,3,Hader,--,Wilson,CIN
10195,CIN/CIN201904020,"Tuesday, Apr 2",2019-04-02,1,Night,4,3:07,3.0,9,Home,Duke,MIL,4,1-3,Loss,4,3,Hader,---,Chacin,CIN
13439,CIN/CIN201904030,"Wednesday, Apr 3",2019-04-03,1,Day,5,2:33,4.0,9,Home,Castillo,MIL,4,1-4,Loss,1,0,Wilson,----,Peralta,CIN
8523,PIT/PIT201904040,"Thursday, Apr 4",2019-04-04,1,Night,6,2:40,4.5,9,Away,Hernandez,PIT,4,1-5,Loss,2,0,Vazquez,-----,Kingham,CIN
12497,PIT/PIT201904050,"Friday, Apr 5",2019-04-05,1,Night,7,2:25,5.5,9,Away,Gray,PIT,4,1-6,Loss,2,0,Vazquez,------,Musgrove,CIN
15798,PIT/PIT201904060,"Saturday, Apr 6",2019-04-06,1,Day,8,3:11,5.5,10,Away,Iglesias,PIT,5,1-7,Loss,6,5,,-------,Liriano,CIN
14750,PIT/PIT201904070,"Sunday, Apr 7",2019-04-07,1,Day,9,2:54,6.5,9,Away,DeSclafani,PIT,5,1-8,Loss,7,5,Rodriguez,--------,Archer,CIN
10058,CIN/CIN201904090,"Tuesday, Apr 9",2019-04-09,1,Night,10,2:47,5.0,9,Home,Urena,MIA,5,2-8,Win,0,14,,+,Castillo,CIN
11375,CIN/CIN201904100,"Wednesday, Apr 10",2019-04-10,1,Night,11,2:47,4.0,9,Home,Steckenrider,MIA,4,3-8,Win,1,2,Iglesias,++,Garrett,CIN
11192,CIN/CIN201904110,"Thursday, Apr 11",2019-04-11,1,Day,12,2:51,3.5,9,Home,Lopez,MIA,4,4-8,Win,0,5,,+++,Stephenson,CIN
16886,CIN/CIN201904130,"Saturday, Apr 13",2019-04-13,1,Night,13,3:08,4.0,9,Home,Wainwright,STL,4,5-8,Win,2,5,Iglesias,++++,Hughes,CIN
16793,CIN/CIN201904140,"Sunday, Apr 14",2019-04-14,1,Day,14,3:19,4.0,9,Home,Garrett,STL,4,5-9,Loss,9,5,Hicks,-,Gant,CIN
52974,LAN/LAN201904150,"Monday, Apr 15",2019-04-15,1,Night,15,2:49,5.0,9,Away,Iglesias,LAD,5,5-10,Loss,4,3,,--,Jansen,CIN
45406,LAN/LAN201904160,"Tuesday, Apr 16",2019-04-16,1,Night,16,2:51,6.0,9,Away,Mahle,LAD,5,5-11,Loss,6,1,,---,Maeda,CIN
42691,LAN/LAN201904170,"Wednesday, Apr 17",2019-04-17,1,Day,17,2:37,6.0,9,Away,Gray,LAD,5,5-12,Loss,3,2,Jansen,----,Buehler,CIN
26577,SDN/SDN201904180,"Thursday, Apr 18",2019-04-18,1,Night,18,2:45,5.0,9,Away,Paddack,SDP,5,6-12,Win,1,4,Iglesias,+,Roark,CIN
33442,SDN/SDN201904190,"Friday, Apr 19",2019-04-19,1,Night,19,3:04,5.0,11,Away,Stammen,SDP,5,7-12,Win,2,3,Lorenzen,++,Hughes,CIN
37137,SDN/SDN201904200,"Saturday, Apr 20",2019-04-20,1,Night,20,3:04,5.0,9,Away,Lauer,SDP,5,8-12,Win,2,4,Iglesias,+++,Castillo,CIN
25932,SDN/SDN201904210,"Sunday, Apr 21",2019-04-21,1,Day,21,2:50,5.0,9,Away,Mahle,SDP,5,8-13,Loss,4,3,Yates,-,Lucchesi,CIN
12789,CIN/CIN201904230,"Tuesday, Apr 23",2019-04-23,1,Night,22,3:22,4.5,9,Home,Gausman,ATL,5,9-13,Win,6,7,Iglesias,+,Stephenson,CIN
12949,CIN/CIN201904240,"Wednesday, Apr 24",2019-04-24,1,Night,23,2:58,5.5,9,Home,Roark,ATL,5,9-14,Loss,3,1,Minter,-,Soroka,CIN
14792,CIN/CIN201904250,"Thursday, Apr 25",2019-04-25,1,Night,24,2:54,5.0,9,Home,Teheran,ATL,5,10-14,Win,2,4,Iglesias,+,Castillo,CIN
45087,SLN/SLN201904260,"Friday, Apr 26",2019-04-26,1,Night,25,2:55,4.0,9,Away,Mikolas,STL,5,11-14,Win,1,12,,++,DeSclafani,CIN
44197,SLN/SLN201904270,"Saturday, Apr 27",2019-04-27,1,Day,26,2:32,5.0,9,Away,Mahle,STL,5,11-15,Loss,6,3,Hicks,-,Hudson,CIN
45701,SLN/SLN201904280,"Sunday, Apr 28",2019-04-28,1,Day,27,2:53,6.0,9,Away,Gray,STL,5,11-16,Loss,5,2,Gant,--,Flaherty,CIN
20766,NYN/NYN201904290,"Monday, Apr 29",2019-04-29,1,Night,28,3:15,6.0,9,Away,Diaz,NYM,5,12-16,Win,4,5,,+,Iglesias,CIN
20836,NYN/NYN201904300,"Tuesday, Apr 30",2019-04-30,1,Night,29,3:24,7.0,10,Away,Iglesias,NYM,5,12-17,Loss,4,3,,-,Gagnon,CIN
22119,NYN/NYN201905010,"Wednesday, May 1",2019-05-01,1,Night,30,2:46,7.0,9,Away,Diaz,NYM,5,13-17,Win,0,1,Lorenzen,+,Duke,CIN
21445,NYN/NYN201905020,"Thursday, May 2",2019-05-02,1,Day,31,2:10,7.0,9,Away,Mahle,NYM,5,13-18,Loss,1,0,,-,Syndergaard,CIN
23478,CIN/CIN201905030,"Friday, May 3",2019-05-03,1,Night,32,4:29,7.0,11,Home,Hughes,SFG,5,13-19,Loss,12,11,Smith,--,Moronta,CIN
24104,CIN/CIN201905040,"Saturday, May 4",2019-05-04,1,Night,33,2:26,6.0,9,Home,Rodriguez,SFG,5,14-19,Win,2,9,,+,Roark,CIN
23654,CIN/CIN201905050,"Sunday, May 5",2019-05-05,1,Day,34,2:38,6.5,9,Home,Iglesias,SFG,5,14-20,Loss,6,5,Smith,-,Watson,CIN
19476,CIN/CIN201905060,"Monday, May 6",2019-05-06,1,Day,35,2:57,6.0,9,Home,Pomeranz,SFG,5,15-20,Win,4,12,,+,DeSclafani,CIN
11794,OAK/OAK201905070,"Tuesday, May 7",2019-05-07,1,Night,36,2:25,6.5,9,Away,Mahle,OAK,5,15-21,Loss,2,0,,-,Fiers,CIN
9096,OAK/OAK201905080,"Wednesday, May 8",2019-05-08,1,Night,37,3:58,7.5,13,Away,Stephenson,OAK,5,15-22,Loss,5,4,,--,Hendriks,CIN
19694,OAK/OAK201905090,"Thursday, May 9",2019-05-09,1,Day,38,2:36,7.5,9,Away,Bassitt,OAK,5,16-22,Win,0,3,Iglesias,+,Roark,CIN
32191,SFN/SFN201905100,"Friday, May 10",2019-05-10,1,Night,39,2:47,6.5,9,Away,Rodriguez,SFG,5,17-22,Win,0,7,,++,Castillo,CIN
32829,SFN/SFN201905110,"Saturday, May 11",2019-05-11,1,Night,40,2:59,6.5,9,Away,Moronta,SFG,5,18-22,Win,4,5,Iglesias,+++,Garrett,CIN
35824,SFN/SFN201905120,"Sunday, May 12",2019-05-12,1,Day,41,3:01,7.5,9,Away,Hernandez,SFG,5,18-23,Loss,6,5,Smith,-,Watson,CIN
16853,CIN/CIN201905140,"Tuesday, May 14",2019-05-14,1,Night,42,2:39,8.5,9,Home,Roark,CHC,5,18-24,Loss,3,1,Cishek,--,Hendricks,CIN
17101,CIN/CIN201905150,"Wednesday, May 15",2019-05-15,1,Night,43,3:27,7.5,10,Home,Brach,CHC,5,19-24,Loss,5,6,,+,Garrett,CIN
18739,CIN/CIN201905160,"Thursday, May 16",2019-05-16,1,Night,44,2:36,6.5,9,Home,Quintana,CHC,5,20-24,Win,2,4,Iglesias,++,Castillo,CIN
27456,CIN/CIN201905170,"Friday, May 17",2019-05-17,1,Night,45,2:24,7.5,9,Home,DeSclafani,LAD,5,20-25,Loss,6,0,,-,Hill,CIN
31156,CIN/CIN201905180,"Saturday, May 18",2019-05-18,1,Day,46,2:39,6.5,9,Home,Buehler,LAD,5,21-25,Win,0,4,,+,Mahle,CIN
31016,CIN/CIN201905190,"Sunday, May 19",2019-05-19,1,Day,47,3:03,7.5,9,Home,Roark,LAD,5,21-26,Loss,8,3,,-,Ryu,CIN
36829,MIL/MIL201905210,"Tuesday, May 21",2019-05-21,1,Night,48,2:39,7.0,9,Away,Gonzalez,MIL,5,22-26,Win,0,3,Iglesias,+,Gray,CIN
35330,MIL/MIL201905220,"Wednesday, May 22",2019-05-22,1,Day,49,3:48,8.0,9,Away,Peralta,MIL,5,22-27,Loss,11,9,Hader,-,Guerra,CIN
35266,CHN/CHN201905240,"Friday, May 24",2019-05-24,1,Day,50,3:19,6.5,9,Away,Cishek,CHC,5,23-27,Win,5,6,Iglesias,+,Hernandez,CIN
40929,CHN/CHN201905250,"Saturday, May 25",2019-05-25,1,Day,51,3:13,7.5,9,Away,Hughes,CHC,5,23-28,Loss,8,6,Chatwood,-,Maples,CIN
40884,CHN/CHN201905260,"Sunday, May 26",2019-05-26,1,Day,52,3:27,6.5,9,Away,Quintana,CHC,5,24-28,Win,2,10,,+,Roark,CIN
20569,CIN/CIN201905271,"Monday, May 27 (1)",2019-05-27,1,Day,53,3:51,6.0,9,Home,Hernandez,PIT,5,24-29,Loss,8,5,Vazquez,-,Crick,CIN
27489,CIN/CIN201905272,"Monday, May 27 (2)",2019-05-27,2,Night,54,2:57,6.0,9,Home,Keller,PIT,5,25-29,Win,1,8,,+,Gray,CIN
13824,CIN/CIN201905280,"Tuesday, May 28",2019-05-28,1,Night,55,2:42,5.0,9,Home,Lyles,PIT,5,26-29,Win,6,11,,++,Sims,CIN
15252,CIN/CIN201905290,"Wednesday, May 29",2019-05-29,1,Day,56,3:09,6.0,9,Home,DeSclafani,PIT,5,26-30,Loss,7,2,,-,Brault,CIN
24358,CIN/CIN201905310,"Friday, May 31",2019-05-31,1,Night,57,2:49,5.0,9,Home,Corbin,WSN,5,27-30,Win,3,9,,+,Mahle,CIN
27748,CIN/CIN201906010,"Saturday, Jun 1",2019-06-01,1,Day,58,2:59,5.5,9,Home,Roark,WSN,5,27-31,Loss,5,2,Doolittle,-,Rainey,CIN
22801,CIN/CIN201906020,"Sunday, Jun 2",2019-06-02,1,Day,59,3:07,6.5,9,Home,Gray,WSN,5,27-32,Loss,4,1,Doolittle,--,Scherzer,CIN
40649,SLN/SLN201906040,"Tuesday, Jun 4",2019-06-04,1,Night,60,2:56,5.5,9,Away,Cabrera,STL,5,28-32,Win,1,4,Iglesias,+,Castillo,CIN
44654,SLN/SLN201906060,"Thursday, Jun 6",2019-06-06,1,Day,61,2:58,6.0,9,Away,Lorenzen,STL,5,28-33,Loss,3,1,Hicks,-,Gant,CIN
32058,PHI/PHI201906070,"Friday, Jun 7",2019-06-07,1,Night,62,2:48,7.0,9,Away,Mahle,PHI,5,28-34,Loss,4,2,Neris,--,Eflin,CIN
44357,PHI/PHI201906080,"Saturday, Jun 8",2019-06-08,1,Day,63,2:17,8.0,9,Away,Roark,PHI,5,28-35,Loss,4,1,,---,Pivetta,CIN
42324,PHI/PHI201906090,"Sunday, Jun 9",2019-06-09,1,Day,64,3:14,8.0,9,Away,Alvarez,PHI,5,29-35,Win,3,4,Iglesias,+,Duke,CIN
24101,CLE/CLE201906110,"Tuesday, Jun 11",2019-06-11,1,Night,65,3:15,8.0,10,Away,Iglesias,CLE,5,29-36,Loss,2,1,,-,Hand,CIN
24045,CLE/CLE201906120,"Wednesday, Jun 12",2019-06-12,1,Day,66,3:07,8.0,9,Away,Plesac,CLE,4,30-36,Win,2,7,,+,DeSclafani,CIN
30090,CIN/CIN201906140,"Friday, Jun 14",2019-06-14,1,Night,67,3:08,8.0,9,Home,Mahle,TEX,4,30-37,Loss,7,1,Smyly,-,Martin,CIN
25693,CIN/CIN201906150,"Saturday, Jun 15",2019-06-15,1,Night,68,2:39,8.0,9,Home,Roark,TEX,4,30-38,Loss,4,3,Kelley,--,Minor,CIN
24079,CIN/CIN201906160,"Sunday, Jun 16",2019-06-16,1,Day,69,3:21,8.0,9,Home,Jurado,TEX,4,31-38,Win,3,11,,+,Gray,CIN
22745,CIN/CIN201906170,"Monday, Jun 17",2019-06-17,1,Night,70,2:55,7.0,9,Home,Miley,HOU,4,32-38,Win,2,3,Lorenzen,++,Castillo,CIN
25347,CIN/CIN201906180,"Tuesday, Jun 18",2019-06-18,1,Night,71,2:55,6.0,9,Home,Verlander,HOU,4,33-38,Win,3,4,Lorenzen,+++,DeSclafani,CIN
24777,CIN/CIN201906190,"Wednesday, Jun 19",2019-06-19,1,Day,72,2:38,5.5,9,Home,Osuna,HOU,4,34-38,Loss,2,3,,++++,Bowman,CIN
28898,MIL/MIL201906200,"Thursday, Jun 20",2019-06-20,1,Night,73,2:58,5.5,9,Away,Nelson,MIL,4,35-38,Win,1,7,,+++++,Roark,CIN
38289,MIL/MIL201906210,"Friday, Jun 21",2019-06-21,1,Night,74,4:08,4.5,9,Away,Anderson,MIL,4,36-38,Win,7,11,,++++++,Hernandez,CIN
43971,MIL/MIL201906220,"Saturday, Jun 22",2019-06-22,1,Day,75,3:00,4.5,9,Away,Castillo,MIL,4,36-39,Loss,6,5,Hader,-,Albers,CIN
41237,MIL/MIL201906230,"Sunday, Jun 23",2019-06-23,1,Day,76,2:50,5.5,9,Away,DeSclafani,MIL,4,36-40,Loss,7,5,,--,Woodruff,CIN
37260,ANA/ANA201906250,"Tuesday, Jun 25",2019-06-25,1,Night,77,2:56,6.0,9,Away,Mahle,LAA,4,36-41,Loss,5,1,,---,Heaney,CIN
35272,ANA/ANA201906260,"Wednesday, Jun 26",2019-06-26,1,Night,78,2:42,6.0,9,Away,Iglesias,LAA,5,36-42,Loss,5,1,,----,Bedrosian,CIN
36919,CIN/CIN201906280,"Friday, Jun 28",2019-06-28,1,Night,79,3:12,5.5,9,Home,Hamels,CHC,5,37-42,Win,3,6,Lorenzen,+,Gray,CIN
41360,CIN/CIN201906290,"Saturday, Jun 29",2019-06-29,1,Day,80,3:00,6.5,9,Home,Castillo,CHC,5,37-43,Loss,6,0,,-,Quintana,CIN
31165,CIN/CIN201906300,"Sunday, Jun 30",2019-06-30,1,Day,81,3:20,5.5,9,Home,Lester,CHC,5,38-43,Win,6,8,Iglesias,+,DeSclafani,CIN
16186,CIN/CIN201907010,"Monday, Jul 1",2019-07-01,1,Night,82,3:10,6.5,9,Home,Hernandez,MIL,5,38-44,Loss,8,6,Jeffress,-,Claudio,CIN
15105,CIN/CIN201907020,"Tuesday, Jul 2",2019-07-02,1,Night,83,3:19,5.5,11,Home,Burnes,MIL,5,39-44,Loss,4,5,,+,Iglesias,CIN
22685,CIN/CIN201907030,"Wednesday, Jul 3",2019-07-03,1,Night,84,2:40,4.5,9,Home,Chacin,MIL,5,40-44,Win,0,3,Iglesias,++,Gray,CIN
20885,CIN/CIN201907040,"Thursday, Jul 4",2019-07-04,1,Day,85,2:19,3.5,9,Home,Woodruff,MIL,5,41-44,Win,0,1,Iglesias,+++,Castillo,CIN
36504,CIN/CIN201907060,"Saturday, Jul 6",2019-07-06,1,Day,86,2:50,4.5,9,Home,Lorenzen,CLE,5,41-45,Loss,7,2,,-,Bieber,CIN
27041,CIN/CIN201907070,"Sunday, Jul 7",2019-07-07,1,Day,87,3:24,4.5,9,Home,Mahle,CLE,5,41-46,Loss,11,1,,--,Bauer,CIN
41368,COL/COL201907120,"Friday, Jul 12",2019-07-12,1,Night,88,2:40,5.5,9,Away,Hernandez,COL,5,41-47,Loss,3,2,Davis,---,Diaz,CIN
43650,COL/COL201907130,"Saturday, Jul 13",2019-07-13,1,Night,89,3:53,5.5,9,Away,Bettis,COL,5,42-47,Win,9,17,,+,Hughes,CIN
40624,COL/COL201907140,"Sunday, Jul 14",2019-07-14,1,Day,90,3:05,6.5,9,Away,Mahle,COL,5,42-48,Loss,10,9,Davis,-,Senzatela,CIN
36935,CHN/CHN201907150,"Monday, Jul 15",2019-07-15,1,Night,91,3:17,5.5,9,Away,Cishek,CHC,4,43-48,Win,3,6,Iglesias,+,Castillo,CIN
39788,CHN/CHN201907160,"Tuesday, Jul 16",2019-07-16,1,Night,92,3:31,6.5,10,Away,Iglesias,CHC,5,43-49,Loss,4,3,,-,Cishek,CIN
37260,CHN/CHN201907170,"Wednesday, Jul 17",2019-07-17,1,Day,93,3:07,7.5,9,Away,Gray,CHC,5,43-50,Loss,5,2,Kimbrel,--,Darvish,CIN
32359,CIN/CIN201907180,"Thursday, Jul 18",2019-07-18,1,Night,94,3:17,8.0,9,Home,Stephenson,STL,5,43-51,Loss,7,4,Miller,---,Hudson,CIN
